Time,Susceptible,Exposed,Infectious,Recovered
87.0300,0.0358,0.0038,0.0031,0.9572
87.0400,0.0358,0.0038,0.0031,0.9572
87.0500,0.0358,0.0038,0.0031,0.9573
87.0600,0.0358,0.0038,0.0031,0.9573
87.0700,0.0358,0.0038,0.0031,0.9573
87.0800,0.0358,0.0038,0.0031,0.9573
87.0900,0.0358,0.0038,0.0031,0.9573
87.1000,0.0358,0.0038,0.0031,0.9573
87.1100,0.0358,0.0038,0.0031,0.9573
87.1200,0.0358,0.0038,0.0031,0.9573
87.1300,0.0358,0.0038,0.0031,0.9573
87.1400,0.0358,0.0038,0.0031,0.9573
87.1500,0.0358,0.0038,0.0031,0.9573
87.1600,0.0358,0.0038,0.0031,0.9573
87.1700,0.0358,0.0038,0.0031,0.9573
87.1800,0.0358,0.0038,0.0031,0.9574
87.1900,0.0358,0.0038,0.0031,0.9574
87.2000,0.0358,0.0038,0.0031,0.9574
87.2100,0.0358,0.0038,0.0031,0.9574
87.2200,0.0358,0.0037,0.0031,0.9574
87.2300,0.0358,0.0037,0.0031,0.9574
87.2400,0.0358,0.0037,0.0031,0.9574
87.2500,0.0358,0.0037,0.0031,0.9574
87.2600,0.0358,0.0037,0.0031,0.9574
87.2700,0.0358,0.0037,0.0031,0.9574
87.2800,0.0358,0.0037,0.0031,0.9574
87.2900,0.0358,0.0037,0.0031,0.9574
87.3000,0.0358,0.0037,0.0031,0.9574
87.3100,0.0358,0.0037,0.0031,0.9574
87.3200,0.0358,0.0037,0.0031,0.9575
87.3300,0.0358,0.0037,0.0031,0.9575
87.3400,0.0358,0.0037,0.0031,0.9575
87.3500,0.0357,0.0037,0.0031,0.9575
87.3600,0.0357,0.0037,0.0031,0.9575
87.3700,0.0357,0.0037,0.0031,0.9575
87.3800,0.0357,0.0037,0.0031,0.9575
87.3900,0.0357,0.0037,0.0031,0.9575
87.4000,0.0357,0.0037,0.0031,0.9575
87.4100,0.0357,0.0037,0.0031,0.9575
87.4200,0.0357,0.0037,0.0031,0.9575
87.4300,0.0357,0.0037,0.0030,0.9575
87.4400,0.0357,0.0037,0.0030,0.9575
87.4500,0.0357,0.0037,0.0030,0.9575
87.4600,0.0357,0.0037,0.0030,0.9576
87.4700,0.0357,0.0037,0.0030,0.9576
87.4800,0.0357,0.0037,0.0030,0.9576
87.4900,0.0357,0.0037,0.0030,0.9576
87.5000,0.0357,0.0037,0.0030,0.9576
87.5100,0.0357,0.0037,0.0030,0.9576
87.5200,0.0357,0.0037,0.0030,0.9576
87.5300,0.0357,0.0037,0.0030,0.9576
87.5400,0.0357,0.0037,0.0030,0.9576
87.5500,0.0357,0.0036,0.0030,0.9576
87.5600,0.0357,0.0036,0.0030,0.9576
87.5700,0.0357,0.0036,0.0030,0.9576
87.5800,0.0357,0.0036,0.0030,0.9576
87.5900,0.0357,0.0036,0.0030,0.9576
87.6000,0.0357,0.0036,0.0030,0.9577
87.6100,0.0357,0.0036,0.0030,0.9577
87.6200,0.0357,0.0036,0.0030,0.9577
87.6300,0.0357,0.0036,0.0030,0.9577
87.6400,0.0357,0.0036,0.0030,0.9577
87.6500,0.0357,0.0036,0.0030,0.9577
87.6600,0.0357,0.0036,0.0030,0.9577
87.6700,0.0357,0.0036,0.0030,0.9577
87.6800,0.0357,0.0036,0.0030,0.9577
87.6900,0.0357,0.0036,0.0030,0.9577
87.7000,0.0357,0.0036,0.0030,0.9577
87.7100,0.0357,0.0036,0.0030,0.9577
87.7200,0.0357,0.0036,0.0030,0.9577
87.7300,0.0357,0.0036,0.0030,0.9577
87.7400,0.0357,0.0036,0.0030,0.9578
87.7500,0.0357,0.0036,0.0030,0.9578
87.7600,0.0357,0.0036,0.0030,0.9578
87.7700,0.0357,0.0036,0.0030,0.9578
87.7800,0.0357,0.0036,0.0030,0.9578
87.7900,0.0357,0.0036,0.0030,0.9578
87.8000,0.0357,0.0036,0.0030,0.9578
87.8100,0.0357,0.0036,0.0030,0.9578
87.8200,0.0357,0.0036,0.0030,0.9578
87.8300,0.0357,0.0036,0.0030,0.9578
87.8400,0.0357,0.0036,0.0030,0.9578
87.8500,0.0357,0.0036,0.0029,0.9578
87.8600,0.0357,0.0036,0.0029,0.9578
87.8700,0.0357,0.0036,0.0029,0.9578
87.8800,0.0357,0.0036,0.0029,0.9579
87.8900,0.0357,0.0036,0.0029,0.9579
87.9000,0.0357,0.0035,0.0029,0.9579
87.9100,0.0356,0.0035,0.0029,0.9579
87.9200,0.0356,0.0035,0.0029,0.9579
87.9300,0.0356,0.0035,0.0029,0.9579
87.9400,0.0356,0.0035,0.0029,0.9579
87.9500,0.0356,0.0035,0.0029,0.9579
87.9600,0.0356,0.0035,0.0029,0.9579
87.9700,0.0356,0.0035,0.0029,0.9579
87.9800,0.0356,0.0035,0.0029,0.9579
87.9900,0.0356,0.0035,0.0029,0.9579
88.0000,0.0356,0.0035,0.0029,0.9579
88.0100,0.0356,0.0035,0.0029,0.9579
88.0200,0.0356,0.0035,0.0029,0.9579
88.0300,0.0356,0.0035,0.0029,0.9580
88.0400,0.0356,0.0035,0.0029,0.9580
88.0500,0.0356,0.0035,0.0029,0.9580
88.0600,0.0356,0.0035,0.0029,0.9580
88.0700,0.0356,0.0035,0.0029,0.9580
88.0800,0.0356,0.0035,0.0029,0.9580
88.0900,0.0356,0.0035,0.0029,0.9580
88.1000,0.0356,0.0035,0.0029,0.9580
88.1100,0.0356,0.0035,0.0029,0.9580
88.1200,0.0356,0.0035,0.0029,0.9580
88.1300,0.0356,0.0035,0.0029,0.9580
88.1400,0.0356,0.0035,0.0029,0.9580
88.1500,0.0356,0.0035,0.0029,0.9580
88.1600,0.0356,0.0035,0.0029,0.9580
88.1700,0.0356,0.0035,0.0029,0.9581
88.1800,0.0356,0.0035,0.0029,0.9581
88.1900,0.0356,0.0035,0.0029,0.9581
88.2000,0.0356,0.0035,0.0029,0.9581
88.2100,0.0356,0.0035,0.0029,0.9581
88.2200,0.0356,0.0035,0.0029,0.9581
88.2300,0.0356,0.0035,0.0029,0.9581
88.2400,0.0356,0.0035,0.0029,0.9581
88.2500,0.0356,0.0035,0.0029,0.9581
88.2600,0.0356,0.0034,0.0029,0.9581
88.2700,0.0356,0.0034,0.0029,0.9581
88.2800,0.0356,0.0034,0.0028,0.9581
88.2900,0.0356,0.0034,0.0028,0.9581
88.3000,0.0356,0.0034,0.0028,0.9581
88.3100,0.0356,0.0034,0.0028,0.9581
88.3200,0.0356,0.0034,0.0028,0.9582
88.3300,0.0356,0.0034,0.0028,0.9582
88.3400,0.0356,0.0034,0.0028,0.9582
88.3500,0.0356,0.0034,0.0028,0.9582
88.3600,0.0356,0.0034,0.0028,0.9582
88.3700,0.0356,0.0034,0.0028,0.9582
88.3800,0.0356,0.0034,0.0028,0.9582
88.3900,0.0356,0.0034,0.0028,0.9582
88.4000,0.0356,0.0034,0.0028,0.9582
88.4100,0.0356,0.0034,0.0028,0.9582
88.4200,0.0356,0.0034,0.0028,0.9582
88.4300,0.0356,0.0034,0.0028,0.9582
88.4400,0.0356,0.0034,0.0028,0.9582
88.4500,0.0356,0.0034,0.0028,0.9582
88.4600,0.0356,0.0034,0.0028,0.9582
88.4700,0.0356,0.0034,0.0028,0.9583
88.4800,0.0355,0.0034,0.0028,0.9583
88.4900,0.0355,0.0034,0.0028,0.9583
88.5000,0.0355,0.0034,0.0028,0.9583
88.5100,0.0355,0.0034,0.0028,0.9583
88.5200,0.0355,0.0034,0.0028,0.9583
88.5300,0.0355,0.0034,0.0028,0.9583
88.5400,0.0355,0.0034,0.0028,0.9583
88.5500,0.0355,0.0034,0.0028,0.9583
88.5600,0.0355,0.0034,0.0028,0.9583
88.5700,0.0355,0.0034,0.0028,0.9583
88.5800,0.0355,0.0034,0.0028,0.9583
88.5900,0.0355,0.0034,0.0028,0.9583
88.6000,0.0355,0.0034,0.0028,0.9583
88.6100,0.0355,0.0034,0.0028,0.9583
88.6200,0.0355,0.0033,0.0028,0.9584
88.6300,0.0355,0.0033,0.0028,0.9584
88.6400,0.0355,0.0033,0.0028,0.9584
88.6500,0.0355,0.0033,0.0028,0.9584
88.6600,0.0355,0.0033,0.0028,0.9584
88.6700,0.0355,0.0033,0.0028,0.9584
88.6800,0.0355,0.0033,0.0028,0.9584
88.6900,0.0355,0.0033,0.0028,0.9584
88.7000,0.0355,0.0033,0.0028,0.9584
88.7100,0.0355,0.0033,0.0028,0.9584
88.7200,0.0355,0.0033,0.0028,0.9584
88.7300,0.0355,0.0033,0.0027,0.9584
88.7400,0.0355,0.0033,0.0027,0.9584
88.7500,0.0355,0.0033,0.0027,0.9584
88.7600,0.0355,0.0033,0.0027,0.9584
88.7700,0.0355,0.0033,0.0027,0.9585
88.7800,0.0355,0.0033,0.0027,0.9585
88.7900,0.0355,0.0033,0.0027,0.9585
88.8000,0.0355,0.0033,0.0027,0.9585
88.8100,0.0355,0.0033,0.0027,0.9585
88.8200,0.0355,0.0033,0.0027,0.9585
88.8300,0.0355,0.0033,0.0027,0.9585
88.8400,0.0355,0.0033,0.0027,0.9585
88.8500,0.0355,0.0033,0.0027,0.9585
88.8600,0.0355,0.0033,0.0027,0.9585
88.8700,0.0355,0.0033,0.0027,0.9585
88.8800,0.0355,0.0033,0.0027,0.9585
88.8900,0.0355,0.0033,0.0027,0.9585
88.9000,0.0355,0.0033,0.0027,0.9585
88.9100,0.0355,0.0033,0.0027,0.9585
88.9200,0.0355,0.0033,0.0027,0.9585
88.9300,0.0355,0.0033,0.0027,0.9586
88.9400,0.0355,0.0033,0.0027,0.9586
88.9500,0.0355,0.0033,0.0027,0.9586
88.9600,0.0355,0.0033,0.0027,0.9586
88.9700,0.0355,0.0033,0.0027,0.9586
88.9800,0.0355,0.0033,0.0027,0.9586
88.9900,0.0355,0.0033,0.0027,0.9586
89.0000,0.0355,0.0032,0.0027,0.9586
89.0100,0.0355,0.0032,0.0027,0.9586
89.0200,0.0355,0.0032,0.0027,0.9586
89.0300,0.0355,0.0032,0.0027,0.9586
89.0400,0.0355,0.0032,0.0027,0.9586
89.0500,0.0355,0.0032,0.0027,0.9586
89.0600,0.0354,0.0032,0.0027,0.9586
89.0700,0.0354,0.0032,0.0027,0.9586
89.0800,0.0354,0.0032,0.0027,0.9587
89.0900,0.0354,0.0032,0.0027,0.9587
89.1000,0.0354,0.0032,0.0027,0.9587
89.1100,0.0354,0.0032,0.0027,0.9587
89.1200,0.0354,0.0032,0.0027,0.9587
89.1300,0.0354,0.0032,0.0027,0.9587
89.1400,0.0354,0.0032,0.0027,0.9587
89.1500,0.0354,0.0032,0.0027,0.9587
89.1600,0.0354,0.0032,0.0027,0.9587
89.1700,0.0354,0.0032,0.0027,0.9587
89.1800,0.0354,0.0032,0.0027,0.9587
89.1900,0.0354,0.0032,0.0027,0.9587
89.2000,0.0354,0.0032,0.0026,0.9587
89.2100,0.0354,0.0032,0.0026,0.9587
89.2200,0.0354,0.0032,0.0026,0.9587
89.2300,0.0354,0.0032,0.0026,0.9587
89.2400,0.0354,0.0032,0.0026,0.9588
89.2500,0.0354,0.0032,0.0026,0.9588
89.2600,0.0354,0.0032,0.0026,0.9588
89.2700,0.0354,0.0032,0.0026,0.9588
89.2800,0.0354,0.0032,0.0026,0.9588
89.2900,0.0354,0.0032,0.0026,0.9588
89.3000,0.0354,0.0032,0.0026,0.9588
89.3100,0.0354,0.0032,0.0026,0.9588
89.3200,0.0354,0.0032,0.0026,0.9588
89.3300,0.0354,0.0032,0.0026,0.9588
89.3400,0.0354,0.0032,0.0026,0.9588
89.3500,0.0354,0.0032,0.0026,0.9588
89.3600,0.0354,0.0032,0.0026,0.9588
89.3700,0.0354,0.0032,0.0026,0.9588
89.3800,0.0354,0.0032,0.0026,0.9588
89.3900,0.0354,0.0031,0.0026,0.9588
89.4000,0.0354,0.0031,0.0026,0.9589
89.4100,0.0354,0.0031,0.0026,0.9589
89.4200,0.0354,0.0031,0.0026,0.9589
89.4300,0.0354,0.0031,0.0026,0.9589
89.4400,0.0354,0.0031,0.0026,0.9589
89.4500,0.0354,0.0031,0.0026,0.9589
89.4600,0.0354,0.0031,0.0026,0.9589
89.4700,0.0354,0.0031,0.0026,0.9589
89.4800,0.0354,0.0031,0.0026,0.9589
89.4900,0.0354,0.0031,0.0026,0.9589
89.5000,0.0354,0.0031,0.0026,0.9589
89.5100,0.0354,0.0031,0.0026,0.9589
89.5200,0.0354,0.0031,0.0026,0.9589
89.5300,0.0354,0.0031,0.0026,0.9589
89.5400,0.0354,0.0031,0.0026,0.9589
89.5500,0.0354,0.0031,0.0026,0.9589
89.5600,0.0354,0.0031,0.0026,0.9590
89.5700,0.0354,0.0031,0.0026,0.9590
89.5800,0.0354,0.0031,0.0026,0.9590
89.5900,0.0354,0.0031,0.0026,0.9590
89.6000,0.0354,0.0031,0.0026,0.9590
89.6100,0.0354,0.0031,0.0026,0.9590
89.6200,0.0354,0.0031,0.0026,0.9590
89.6300,0.0354,0.0031,0.0026,0.9590
89.6400,0.0354,0.0031,0.0026,0.9590
89.6500,0.0353,0.0031,0.0026,0.9590
89.6600,0.0353,0.0031,0.0026,0.9590
89.6700,0.0353,0.0031,0.0026,0.9590
89.6800,0.0353,0.0031,0.0025,0.9590
89.6900,0.0353,0.0031,0.0025,0.9590
89.7000,0.0353,0.0031,0.0025,0.9590
89.7100,0.0353,0.0031,0.0025,0.9590
89.7200,0.0353,0.0031,0.0025,0.9591
89.7300,0.0353,0.0031,0.0025,0.9591
89.7400,0.0353,0.0031,0.0025,0.9591
89.7500,0.0353,0.0031,0.0025,0.9591
89.7600,0.0353,0.0031,0.0025,0.9591
89.7700,0.0353,0.0031,0.0025,0.9591
89.7800,0.0353,0.0031,0.0025,0.9591
89.7900,0.0353,0.0030,0.0025,0.9591
89.8000,0.0353,0.0030,0.0025,0.9591
89.8100,0.0353,0.0030,0.0025,0.9591
89.8200,0.0353,0.0030,0.0025,0.9591
89.8300,0.0353,0.0030,0.0025,0.9591
89.8400,0.0353,0.0030,0.0025,0.9591
89.8500,0.0353,0.0030,0.0025,0.9591
89.8600,0.0353,0.0030,0.0025,0.9591
89.8700,0.0353,0.0030,0.0025,0.9591
89.8800,0.0353,0.0030,0.0025,0.9592
89.8900,0.0353,0.0030,0.0025,0.9592
89.9000,0.0353,0.0030,0.0025,0.9592
89.9100,0.0353,0.0030,0.0025,0.9592
89.9200,0.0353,0.0030,0.0025,0.9592
89.9300,0.0353,0.0030,0.0025,0.9592
89.9400,0.0353,0.0030,0.0025,0.9592
89.9500,0.0353,0.0030,0.0025,0.9592
89.9600,0.0353,0.0030,0.0025,0.9592
89.9700,0.0353,0.0030,0.0025,0.9592
89.9800,0.0353,0.0030,0.0025,0.9592
89.9900,0.0353,0.0030,0.0025,0.9592
90.0000,0.0353,0.0030,0.0025,0.9592
90.0100,0.0353,0.0030,0.0025,0.9592
90.0200,0.0353,0.0030,0.0025,0.9592
90.0300,0.0353,0.0030,0.0025,0.9592
90.0400,0.0353,0.0030,0.0025,0.9592
90.0500,0.0353,0.0030,0.0025,0.9593
90.0600,0.0353,0.0030,0.0025,0.9593
90.0700,0.0353,0.0030,0.0025,0.9593
90.0800,0.0353,0.0030,0.0025,0.9593
90.0900,0.0353,0.0030,0.0025,0.9593
90.1000,0.0353,0.0030,0.0025,0.9593
90.1100,0.0353,0.0030,0.0025,0.9593
90.1200,0.0353,0.0030,0.0025,0.9593
90.1300,0.0353,0.0030,0.0025,0.9593
90.1400,0.0353,0.0030,0.0025,0.9593
90.1500,0.0353,0.0030,0.0025,0.9593
90.1600,0.0353,0.0030,0.0025,0.9593
90.1700,0.0353,0.0030,0.0025,0.9593
90.1800,0.0353,0.0030,0.0025,0.9593
90.1900,0.0353,0.0030,0.0024,0.9593
90.2000,0.0353,0.0029,0.0024,0.9593
90.2100,0.0353,0.0029,0.0024,0.9594
90.2200,0.0353,0.0029,0.0024,0.9594
90.2300,0.0353,0.0029,0.0024,0.9594
90.2400,0.0353,0.0029,0.0024,0.9594
90.2500,0.0353,0.0029,0.0024,0.9594
90.2600,0.0352,0.0029,0.0024,0.9594
90.2700,0.0352,0.0029,0.0024,0.9594
90.2800,0.0352,0.0029,0.0024,0.9594
90.2900,0.0352,0.0029,0.0024,0.9594
90.3000,0.0352,0.0029,0.0024,0.9594
90.3100,0.0352,0.0029,0.0024,0.9594
90.3200,0.0352,0.0029,0.0024,0.9594
90.3300,0.0352,0.0029,0.0024,0.9594
90.3400,0.0352,0.0029,0.0024,0.9594
90.3500,0.0352,0.0029,0.0024,0.9594
90.3600,0.0352,0.0029,0.0024,0.9594
90.3700,0.0352,0.0029,0.0024,0.9594
90.3800,0.0352,0.0029,0.0024,0.9595
90.3900,0.0352,0.0029,0.0024,0.9595
90.4000,0.0352,0.0029,0.0024,0.9595
90.4100,0.0352,0.0029,0.0024,0.9595
90.4200,0.0352,0.0029,0.0024,0.9595
90.4300,0.0352,0.0029,0.0024,0.9595
90.4400,0.0352,0.0029,0.0024,0.9595
90.4500,0.0352,0.0029,0.0024,0.9595
90.4600,0.0352,0.0029,0.0024,0.9595
90.4700,0.0352,0.0029,0.0024,0.9595
90.4800,0.0352,0.0029,0.0024,0.9595
90.4900,0.0352,0.0029,0.0024,0.9595
90.5000,0.0352,0.0029,0.0024,0.9595
90.5100,0.0352,0.0029,0.0024,0.9595
90.5200,0.0352,0.0029,0.0024,0.9595
90.5300,0.0352,0.0029,0.0024,0.9595
90.5400,0.0352,0.0029,0.0024,0.9595
90.5500,0.0352,0.0029,0.0024,0.9596
90.5600,0.0352,0.0029,0.0024,0.9596
90.5700,0.0352,0.0029,0.0024,0.9596
90.5800,0.0352,0.0029,0.0024,0.9596
90.5900,0.0352,0.0029,0.0024,0.9596
90.6000,0.0352,0.0029,0.0024,0.9596
90.6100,0.0352,0.0029,0.0024,0.9596
90.6200,0.0352,0.0029,0.0024,0.9596
90.6300,0.0352,0.0028,0.0024,0.9596
90.6400,0.0352,0.0028,0.0024,0.9596
90.6500,0.0352,0.0028,0.0024,0.9596
90.6600,0.0352,0.0028,0.0024,0.9596
90.6700,0.0352,0.0028,0.0024,0.9596
90.6800,0.0352,0.0028,0.0024,0.9596
90.6900,0.0352,0.0028,0.0024,0.9596
90.7000,0.0352,0.0028,0.0024,0.9596
90.7100,0.0352,0.0028,0.0023,0.9596
90.7200,0.0352,0.0028,0.0023,0.9596
90.7300,0.0352,0.0028,0.0023,0.9597
90.7400,0.0352,0.0028,0.0023,0.9597
90.7500,0.0352,0.0028,0.0023,0.9597
90.7600,0.0352,0.0028,0.0023,0.9597
90.7700,0.0352,0.0028,0.0023,0.9597
90.7800,0.0352,0.0028,0.0023,0.9597
90.7900,0.0352,0.0028,0.0023,0.9597
90.8000,0.0352,0.0028,0.0023,0.9597
90.8100,0.0352,0.0028,0.0023,0.9597
90.8200,0.0352,0.0028,0.0023,0.9597
90.8300,0.0352,0.0028,0.0023,0.9597
90.8400,0.0352,0.0028,0.0023,0.9597
90.8500,0.0352,0.0028,0.0023,0.9597
90.8600,0.0352,0.0028,0.0023,0.9597
90.8700,0.0351,0.0028,0.0023,0.9597
90.8800,0.0351,0.0028,0.0023,0.9597
90.8900,0.0351,0.0028,0.0023,0.9597
90.9000,0.0351,0.0028,0.0023,0.9598
90.9100,0.0351,0.0028,0.0023,0.9598
90.9200,0.0351,0.0028,0.0023,0.9598
90.9300,0.0351,0.0028,0.0023,0.9598
90.9400,0.0351,0.0028,0.0023,0.9598
90.9500,0.0351,0.0028,0.0023,0.9598
90.9600,0.0351,0.0028,0.0023,0.9598
90.9700,0.0351,0.0028,0.0023,0.9598
90.9800,0.0351,0.0028,0.0023,0.9598
90.9900,0.0351,0.0028,0.0023,0.9598
91.0000,0.0351,0.0028,0.0023,0.9598
91.0100,0.0351,0.0028,0.0023,0.9598
91.0200,0.0351,0.0028,0.0023,0.9598
91.0300,0.0351,0.0028,0.0023,0.9598
91.0400,0.0351,0.0028,0.0023,0.9598
91.0500,0.0351,0.0028,0.0023,0.9598
91.0600,0.0351,0.0028,0.0023,0.9598
91.0700,0.0351,0.0028,0.0023,0.9598
91.0800,0.0351,0.0027,0.0023,0.9599
91.0900,0.0351,0.0027,0.0023,0.9599
91.1000,0.0351,0.0027,0.0023,0.9599
91.1100,0.0351,0.0027,0.0023,0.9599
91.1200,0.0351,0.0027,0.0023,0.9599
91.1300,0.0351,0.0027,0.0023,0.9599
91.1400,0.0351,0.0027,0.0023,0.9599
91.1500,0.0351,0.0027,0.0023,0.9599
91.1600,0.0351,0.0027,0.0023,0.9599
91.1700,0.0351,0.0027,0.0023,0.9599
91.1800,0.0351,0.0027,0.0023,0.9599
91.1900,0.0351,0.0027,0.0023,0.9599
91.2000,0.0351,0.0027,0.0023,0.9599
91.2100,0.0351,0.0027,0.0023,0.9599
91.2200,0.0351,0.0027,0.0023,0.9599
91.2300,0.0351,0.0027,0.0023,0.9599
91.2400,0.0351,0.0027,0.0023,0.9599
91.2500,0.0351,0.0027,0.0023,0.9599
91.2600,0.0351,0.0027,0.0022,0.9600
91.2700,0.0351,0.0027,0.0022,0.9600
91.2800,0.0351,0.0027,0.0022,0.9600
91.2900,0.0351,0.0027,0.0022,0.9600
91.3000,0.0351,0.0027,0.0022,0.9600
91.3100,0.0351,0.0027,0.0022,0.9600
91.3200,0.0351,0.0027,0.0022,0.9600
91.3300,0.0351,0.0027,0.0022,0.9600
91.3400,0.0351,0.0027,0.0022,0.9600
91.3500,0.0351,0.0027,0.0022,0.9600
91.3600,0.0351,0.0027,0.0022,0.9600
91.3700,0.0351,0.0027,0.0022,0.9600
91.3800,0.0351,0.0027,0.0022,0.9600
91.3900,0.0351,0.0027,0.0022,0.9600
91.4000,0.0351,0.0027,0.0022,0.9600
91.4100,0.0351,0.0027,0.0022,0.9600
91.4200,0.0351,0.0027,0.0022,0.9600
91.4300,0.0351,0.0027,0.0022,0.9600
91.4400,0.0351,0.0027,0.0022,0.9601
91.4500,0.0351,0.0027,0.0022,0.9601
91.4600,0.0351,0.0027,0.0022,0.9601
91.4700,0.0351,0.0027,0.0022,0.9601
91.4800,0.0351,0.0027,0.0022,0.9601
91.4900,0.0351,0.0027,0.0022,0.9601
91.5000,0.0351,0.0027,0.0022,0.9601
91.5100,0.0350,0.0027,0.0022,0.9601
91.5200,0.0350,0.0027,0.0022,0.9601
91.5300,0.0350,0.0027,0.0022,0.9601
91.5400,0.0350,0.0026,0.0022,0.9601
91.5500,0.0350,0.0026,0.0022,0.9601
91.5600,0.0350,0.0026,0.0022,0.9601
91.5700,0.0350,0.0026,0.0022,0.9601
91.5800,0.0350,0.0026,0.0022,0.9601
91.5900,0.0350,0.0026,0.0022,0.9601
91.6000,0.0350,0.0026,0.0022,0.9601
91.6100,0.0350,0.0026,0.0022,0.9601
91.6200,0.0350,0.0026,0.0022,0.9602
91.6300,0.0350,0.0026,0.0022,0.9602
91.6400,0.0350,0.0026,0.0022,0.9602
91.6500,0.0350,0.0026,0.0022,0.9602
91.6600,0.0350,0.0026,0.0022,0.9602
91.6700,0.0350,0.0026,0.0022,0.9602
91.6800,0.0350,0.0026,0.0022,0.9602
91.6900,0.0350,0.0026,0.0022,0.9602
91.7000,0.0350,0.0026,0.0022,0.9602
91.7100,0.0350,0.0026,0.0022,0.9602
91.7200,0.0350,0.0026,0.0022,0.9602
91.7300,0.0350,0.0026,0.0022,0.9602
91.7400,0.0350,0.0026,0.0022,0.9602
91.7500,0.0350,0.0026,0.0022,0.9602
91.7600,0.0350,0.0026,0.0022,0.9602
91.7700,0.0350,0.0026,0.0022,0.9602
91.7800,0.0350,0.0026,0.0022,0.9602
91.7900,0.0350,0.0026,0.0022,0.9602
91.8000,0.0350,0.0026,0.0022,0.9602
91.8100,0.0350,0.0026,0.0022,0.9603
91.8200,0.0350,0.0026,0.0022,0.9603
91.8300,0.0350,0.0026,0.0021,0.9603
91.8400,0.0350,0.0026,0.0021,0.9603
91.8500,0.0350,0.0026,0.0021,0.9603
91.8600,0.0350,0.0026,0.0021,0.9603
91.8700,0.0350,0.0026,0.0021,0.9603
91.8800,0.0350,0.0026,0.0021,0.9603
91.8900,0.0350,0.0026,0.0021,0.9603
91.9000,0.0350,0.0026,0.0021,0.9603
91.9100,0.0350,0.0026,0.0021,0.9603
91.9200,0.0350,0.0026,0.0021,0.9603
91.9300,0.0350,0.0026,0.0021,0.9603
91.9400,0.0350,0.0026,0.0021,0.9603
91.9500,0.0350,0.0026,0.0021,0.9603
91.9600,0.0350,0.0026,0.0021,0.9603
91.9700,0.0350,0.0026,0.0021,0.9603
91.9800,0.0350,0.0026,0.0021,0.9603
91.9900,0.0350,0.0026,0.0021,0.9604
92.0000,0.0350,0.0026,0.0021,0.9604
92.0100,0.0350,0.0026,0.0021,0.9604
92.0200,0.0350,0.0025,0.0021,0.9604
92.0300,0.0350,0.0025,0.0021,0.9604
92.0400,0.0350,0.0025,0.0021,0.9604
92.0500,0.0350,0.0025,0.0021,0.9604
92.0600,0.0350,0.0025,0.0021,0.9604
92.0700,0.0350,0.0025,0.0021,0.9604
92.0800,0.0350,0.0025,0.0021,0.9604
92.0900,0.0350,0.0025,0.0021,0.9604
92.1000,0.0350,0.0025,0.0021,0.9604
92.1100,0.0350,0.0025,0.0021,0.9604
92.1200,0.0350,0.0025,0.0021,0.9604
92.1300,0.0350,0.0025,0.0021,0.9604
92.1400,0.0350,0.0025,0.0021,0.9604
92.1500,0.0349,0.0025,0.0021,0.9604
92.1600,0.0349,0.0025,0.0021,0.9604
92.1700,0.0349,0.0025,0.0021,0.9604
92.1800,0.0349,0.0025,0.0021,0.9605
92.1900,0.0349,0.0025,0.0021,0.9605
92.2000,0.0349,0.0025,0.0021,0.9605
92.2100,0.0349,0.0025,0.0021,0.9605
92.2200,0.0349,0.0025,0.0021,0.9605
92.2300,0.0349,0.0025,0.0021,0.9605
92.2400,0.0349,0.0025,0.0021,0.9605
92.2500,0.0349,0.0025,0.0021,0.9605
92.2600,0.0349,0.0025,0.0021,0.9605
92.2700,0.0349,0.0025,0.0021,0.9605
92.2800,0.0349,0.0025,0.0021,0.9605
92.2900,0.0349,0.0025,0.0021,0.9605
92.3000,0.0349,0.0025,0.0021,0.9605
92.3100,0.0349,0.0025,0.0021,0.9605
92.3200,0.0349,0.0025,0.0021,0.9605
92.3300,0.0349,0.0025,0.0021,0.9605
92.3400,0.0349,0.0025,0.0021,0.9605
92.3500,0.0349,0.0025,0.0021,0.9605
92.3600,0.0349,0.0025,0.0021,0.9605
92.3700,0.0349,0.0025,0.0021,0.9605
92.3800,0.0349,0.0025,0.0021,0.9606
92.3900,0.0349,0.0025,0.0021,0.9606
92.4000,0.0349,0.0025,0.0021,0.9606
92.4100,0.0349,0.0025,0.0021,0.9606
92.4200,0.0349,0.0025,0.0021,0.9606
92.4300,0.0349,0.0025,0.0020,0.9606
92.4400,0.0349,0.0025,0.0020,0.9606
92.4500,0.0349,0.0025,0.0020,0.9606
92.4600,0.0349,0.0025,0.0020,0.9606
92.4700,0.0349,0.0025,0.0020,0.9606
92.4800,0.0349,0.0025,0.0020,0.9606
92.4900,0.0349,0.0025,0.0020,0.9606
92.5000,0.0349,0.0025,0.0020,0.9606
92.5100,0.0349,0.0024,0.0020,0.9606
92.5200,0.0349,0.0024,0.0020,0.9606
92.5300,0.0349,0.0024,0.0020,0.9606
92.5400,0.0349,0.0024,0.0020,0.9606
92.5500,0.0349,0.0024,0.0020,0.9606
92.5600,0.0349,0.0024,0.0020,0.9606
92.5700,0.0349,0.0024,0.0020,0.9607
92.5800,0.0349,0.0024,0.0020,0.9607
92.5900,0.0349,0.0024,0.0020,0.9607
92.6000,0.0349,0.0024,0.0020,0.9607
92.6100,0.0349,0.0024,0.0020,0.9607
