Time,Susceptible,Exposed,Infectious,Recovered
25.3100,0.2719,0.2262,0.1081,0.3938
25.3200,0.2717,0.2261,0.1081,0.3941
25.3300,0.2715,0.2261,0.1081,0.3943
25.3400,0.2713,0.2261,0.1081,0.3945
25.3500,0.2711,0.2260,0.1081,0.3947
25.3600,0.2709,0.2260,0.1081,0.3950
25.3700,0.2707,0.2260,0.1081,0.3952
25.3800,0.2705,0.2260,0.1081,0.3954
25.3900,0.2703,0.2259,0.1081,0.3956
25.4000,0.2701,0.2259,0.1082,0.3959
25.4100,0.2699,0.2259,0.1082,0.3961
25.4200,0.2697,0.2258,0.1082,0.3963
25.4300,0.2695,0.2258,0.1082,0.3965
25.4400,0.2693,0.2258,0.1082,0.3968
25.4500,0.2691,0.2257,0.1082,0.3970
25.4600,0.2689,0.2257,0.1082,0.3972
25.4700,0.2687,0.2257,0.1082,0.3974
25.4800,0.2685,0.2257,0.1082,0.3977
25.4900,0.2683,0.2256,0.1082,0.3979
25.5000,0.2681,0.2256,0.1082,0.3981
25.5100,0.2679,0.2256,0.1083,0.3983
25.5200,0.2677,0.2255,0.1083,0.3985
25.5300,0.2675,0.2255,0.1083,0.3988
25.5400,0.2673,0.2255,0.1083,0.3990
25.5500,0.2671,0.2254,0.1083,0.3992
25.5600,0.2669,0.2254,0.1083,0.3994
25.5700,0.2667,0.2254,0.1083,0.3997
25.5800,0.2664,0.2253,0.1083,0.3999
25.5900,0.2662,0.2253,0.1083,0.4001
25.6000,0.2660,0.2253,0.1083,0.4003
25.6100,0.2658,0.2252,0.1083,0.4006
25.6200,0.2656,0.2252,0.1084,0.4008
25.6300,0.2654,0.2252,0.1084,0.4010
25.6400,0.2652,0.2251,0.1084,0.4012
25.6500,0.2650,0.2251,0.1084,0.4015
25.6600,0.2648,0.2251,0.1084,0.4017
25.6700,0.2646,0.2251,0.1084,0.4019
25.6800,0.2644,0.2250,0.1084,0.4021
25.6900,0.2642,0.2250,0.1084,0.4024
25.7000,0.2640,0.2250,0.1084,0.4026
25.7100,0.2638,0.2249,0.1084,0.4028
25.7200,0.2636,0.2249,0.1084,0.4030
25.7300,0.2634,0.2249,0.1084,0.4033
25.7400,0.2632,0.2248,0.1084,0.4035
25.7500,0.2630,0.2248,0.1085,0.4037
25.7600,0.2628,0.2248,0.1085,0.4039
25.7700,0.2626,0.2247,0.1085,0.4042
25.7800,0.2624,0.2247,0.1085,0.4044
25.7900,0.2622,0.2247,0.1085,0.4046
25.8000,0.2620,0.2246,0.1085,0.4048
25.8100,0.2618,0.2246,0.1085,0.4051
25.8200,0.2616,0.2246,0.1085,0.4053
25.8300,0.2614,0.2245,0.1085,0.4055
25.8400,0.2613,0.2245,0.1085,0.4057
25.8500,0.2611,0.2244,0.1085,0.4060
25.8600,0.2609,0.2244,0.1085,0.4062
25.8700,0.2607,0.2244,0.1085,0.4064
25.8800,0.2605,0.2243,0.1086,0.4066
25.8900,0.2603,0.2243,0.1086,0.4069
25.9000,0.2601,0.2243,0.1086,0.4071
25.9100,0.2599,0.2242,0.1086,0.4073
25.9200,0.2597,0.2242,0.1086,0.4075
25.9300,0.2595,0.2242,0.1086,0.4078
25.9400,0.2593,0.2241,0.1086,0.4080
25.9500,0.2591,0.2241,0.1086,0.4082
25.9600,0.2589,0.2241,0.1086,0.4084
25.9700,0.2587,0.2240,0.1086,0.4087
25.9800,0.2585,0.2240,0.1086,0.4089
25.9900,0.2583,0.2240,0.1086,0.4091
26.0000,0.2581,0.2239,0.1086,0.4093
26.0100,0.2579,0.2239,0.1086,0.4096
26.0200,0.2577,0.2239,0.1087,0.4098
26.0300,0.2575,0.2238,0.1087,0.4100
26.0400,0.2573,0.2238,0.1087,0.4102
26.0500,0.2571,0.2237,0.1087,0.4105
26.0600,0.2569,0.2237,0.1087,0.4107
26.0700,0.2567,0.2237,0.1087,0.4109
26.0800,0.2565,0.2236,0.1087,0.4111
26.0900,0.2563,0.2236,0.1087,0.4114
26.1000,0.2561,0.2236,0.1087,0.4116
26.1100,0.2559,0.2235,0.1087,0.4118
26.1200,0.2558,0.2235,0.1087,0.4120
26.1300,0.2556,0.2235,0.1087,0.4123
26.1400,0.2554,0.2234,0.1087,0.4125
26.1500,0.2552,0.2234,0.1087,0.4127
26.1600,0.2550,0.2233,0.1087,0.4129
26.1700,0.2548,0.2233,0.1087,0.4132
26.1800,0.2546,0.2233,0.1088,0.4134
26.1900,0.2544,0.2232,0.1088,0.4136
26.2000,0.2542,0.2232,0.1088,0.4138
26.2100,0.2540,0.2232,0.1088,0.4141
26.2200,0.2538,0.2231,0.1088,0.4143
26.2300,0.2536,0.2231,0.1088,0.4145
26.2400,0.2534,0.2230,0.1088,0.4147
26.2500,0.2532,0.2230,0.1088,0.4150
26.2600,0.2530,0.2230,0.1088,0.4152
26.2700,0.2529,0.2229,0.1088,0.4154
26.2800,0.2527,0.2229,0.1088,0.4156
26.2900,0.2525,0.2228,0.1088,0.4159
26.3000,0.2523,0.2228,0.1088,0.4161
26.3100,0.2521,0.2228,0.1088,0.4163
26.3200,0.2519,0.2227,0.1088,0.4165
26.3300,0.2517,0.2227,0.1088,0.4168
26.3400,0.2515,0.2227,0.1088,0.4170
26.3500,0.2513,0.2226,0.1088,0.4172
26.3600,0.2511,0.2226,0.1088,0.4174
26.3700,0.2509,0.2225,0.1089,0.4177
26.3800,0.2507,0.2225,0.1089,0.4179
26.3900,0.2506,0.2225,0.1089,0.4181
26.4000,0.2504,0.2224,0.1089,0.4183
26.4100,0.2502,0.2224,0.1089,0.4186
26.4200,0.2500,0.2223,0.1089,0.4188
26.4300,0.2498,0.2223,0.1089,0.4190
26.4400,0.2496,0.2223,0.1089,0.4192
26.4500,0.2494,0.2222,0.1089,0.4195
26.4600,0.2492,0.2222,0.1089,0.4197
26.4700,0.2490,0.2221,0.1089,0.4199
26.4800,0.2488,0.2221,0.1089,0.4201
26.4900,0.2487,0.2221,0.1089,0.4204
26.5000,0.2485,0.2220,0.1089,0.4206
26.5100,0.2483,0.2220,0.1089,0.4208
26.5200,0.2481,0.2219,0.1089,0.4210
26.5300,0.2479,0.2219,0.1089,0.4213
26.5400,0.2477,0.2219,0.1089,0.4215
26.5500,0.2475,0.2218,0.1089,0.4217
26.5600,0.2473,0.2218,0.1089,0.4219
26.5700,0.2472,0.2217,0.1089,0.4222
26.5800,0.2470,0.2217,0.1089,0.4224
26.5900,0.2468,0.2217,0.1089,0.4226
26.6000,0.2466,0.2216,0.1090,0.4229
26.6100,0.2464,0.2216,0.1090,0.4231
26.6200,0.2462,0.2215,0.1090,0.4233
26.6300,0.2460,0.2215,0.1090,0.4235
26.6400,0.2458,0.2214,0.1090,0.4238
26.6500,0.2456,0.2214,0.1090,0.4240
26.6600,0.2455,0.2214,0.1090,0.4242
26.6700,0.2453,0.2213,0.1090,0.4244
26.6800,0.2451,0.2213,0.1090,0.4247
26.6900,0.2449,0.2212,0.1090,0.4249
26.7000,0.2447,0.2212,0.1090,0.4251
26.7100,0.2445,0.2212,0.1090,0.4253
26.7200,0.2443,0.2211,0.1090,0.4256
26.7300,0.2442,0.2211,0.1090,0.4258
26.7400,0.2440,0.2210,0.1090,0.4260
26.7500,0.2438,0.2210,0.1090,0.4262
26.7600,0.2436,0.2209,0.1090,0.4265
26.7700,0.2434,0.2209,0.1090,0.4267
26.7800,0.2432,0.2209,0.1090,0.4269
26.7900,0.2430,0.2208,0.1090,0.4271
26.8000,0.2429,0.2208,0.1090,0.4274
26.8100,0.2427,0.2207,0.1090,0.4276
26.8200,0.2425,0.2207,0.1090,0.4278
26.8300,0.2423,0.2206,0.1090,0.4280
26.8400,0.2421,0.2206,0.1090,0.4283
26.8500,0.2419,0.2206,0.1090,0.4285
26.8600,0.2418,0.2205,0.1090,0.4287
26.8700,0.2416,0.2205,0.1090,0.4289
26.8800,0.2414,0.2204,0.1090,0.4292
26.8900,0.2412,0.2204,0.1090,0.4294
26.9000,0.2410,0.2203,0.1090,0.4296
26.9100,0.2408,0.2203,0.1090,0.4298
26.9200,0.2406,0.2202,0.1090,0.4301
26.9300,0.2405,0.2202,0.1090,0.4303
26.9400,0.2403,0.2202,0.1091,0.4305
26.9500,0.2401,0.2201,0.1091,0.4307
26.9600,0.2399,0.2201,0.1091,0.4310
26.9700,0.2397,0.2200,0.1091,0.4312
26.9800,0.2396,0.2200,0.1091,0.4314
26.9900,0.2394,0.2199,0.1091,0.4316
27.0000,0.2392,0.2199,0.1091,0.4319
27.0100,0.2390,0.2198,0.1091,0.4321
27.0200,0.2388,0.2198,0.1091,0.4323
27.0300,0.2386,0.2198,0.1091,0.4325
27.0400,0.2385,0.2197,0.1091,0.4328
27.0500,0.2383,0.2197,0.1091,0.4330
27.0600,0.2381,0.2196,0.1091,0.4332
27.0700,0.2379,0.2196,0.1091,0.4334
27.0800,0.2377,0.2195,0.1091,0.4337
27.0900,0.2376,0.2195,0.1091,0.4339
27.1000,0.2374,0.2194,0.1091,0.4341
27.1100,0.2372,0.2194,0.1091,0.4343
27.1200,0.2370,0.2193,0.1091,0.4346
27.1300,0.2368,0.2193,0.1091,0.4348
27.1400,0.2366,0.2193,0.1091,0.4350
27.1500,0.2365,0.2192,0.1091,0.4352
27.1600,0.2363,0.2192,0.1091,0.4355
27.1700,0.2361,0.2191,0.1091,0.4357
27.1800,0.2359,0.2191,0.1091,0.4359
27.1900,0.2357,0.2190,0.1091,0.4361
27.2000,0.2356,0.2190,0.1091,0.4364
27.2100,0.2354,0.2189,0.1091,0.4366
27.2200,0.2352,0.2189,0.1091,0.4368
27.2300,0.2350,0.2188,0.1091,0.4370
27.2400,0.2349,0.2188,0.1091,0.4373
27.2500,0.2347,0.2187,0.1091,0.4375
27.2600,0.2345,0.2187,0.1091,0.4377
27.2700,0.2343,0.2186,0.1091,0.4379
27.2800,0.2341,0.2186,0.1091,0.4382
27.2900,0.2340,0.2186,0.1091,0.4384
27.3000,0.2338,0.2185,0.1091,0.4386
27.3100,0.2336,0.2185,0.1091,0.4388
27.3200,0.2334,0.2184,0.1091,0.4391
27.3300,0.2332,0.2184,0.1091,0.4393
27.3400,0.2331,0.2183,0.1091,0.4395
27.3500,0.2329,0.2183,0.1091,0.4397
27.3600,0.2327,0.2182,0.1091,0.4400
27.3700,0.2325,0.2182,0.1091,0.4402
27.3800,0.2324,0.2181,0.1091,0.4404
27.3900,0.2322,0.2181,0.1091,0.4406
27.4000,0.2320,0.2180,0.1091,0.4409
27.4100,0.2318,0.2180,0.1091,0.4411
27.4200,0.2317,0.2179,0.1091,0.4413
27.4300,0.2315,0.2179,0.1091,0.4415
27.4400,0.2313,0.2178,0.1091,0.4418
27.4500,0.2311,0.2178,0.1091,0.4420
27.4600,0.2309,0.2177,0.1091,0.4422
27.4700,0.2308,0.2177,0.1091,0.4424
27.4800,0.2306,0.2176,0.1091,0.4427
27.4900,0.2304,0.2176,0.1091,0.4429
27.5000,0.2302,0.2175,0.1091,0.4431
27.5100,0.2301,0.2175,0.1091,0.4433
27.5200,0.2299,0.2174,0.1091,0.4436
27.5300,0.2297,0.2174,0.1091,0.4438
27.5400,0.2295,0.2173,0.1091,0.4440
27.5500,0.2294,0.2173,0.1091,0.4442
27.5600,0.2292,0.2172,0.1091,0.4445
27.5700,0.2290,0.2172,0.1091,0.4447
27.5800,0.2288,0.2171,0.1091,0.4449
27.5900,0.2287,0.2171,0.1091,0.4451
27.6000,0.2285,0.2170,0.1091,0.4454
27.6100,0.2283,0.2170,0.1091,0.4456
27.6200,0.2281,0.2169,0.1091,0.4458
27.6300,0.2280,0.2169,0.1091,0.4461
27.6400,0.2278,0.2168,0.1091,0.4463
27.6500,0.2276,0.2168,0.1091,0.4465
27.6600,0.2275,0.2167,0.1091,0.4467
27.6700,0.2273,0.2167,0.1091,0.4469
27.6800,0.2271,0.2166,0.1091,0.4472
27.6900,0.2269,0.2166,0.1091,0.4474
27.7000,0.2268,0.2165,0.1091,0.4476
27.7100,0.2266,0.2165,0.1091,0.4478
27.7200,0.2264,0.2164,0.1091,0.4481
27.7300,0.2262,0.2164,0.1091,0.4483
27.7400,0.2261,0.2163,0.1091,0.4485
27.7500,0.2259,0.2163,0.1091,0.4487
27.7600,0.2257,0.2162,0.1091,0.4490
27.7700,0.2256,0.2162,0.1091,0.4492
27.7800,0.2254,0.2161,0.1091,0.4494
27.7900,0.2252,0.2161,0.1091,0.4496
27.8000,0.2250,0.2160,0.1091,0.4499
27.8100,0.2249,0.2160,0.1090,0.4501
27.8200,0.2247,0.2159,0.1090,0.4503
27.8300,0.2245,0.2159,0.1090,0.4505
27.8400,0.2244,0.2158,0.1090,0.4508
27.8500,0.2242,0.2158,0.1090,0.4510
27.8600,0.2240,0.2157,0.1090,0.4512
27.8700,0.2238,0.2157,0.1090,0.4514
27.8800,0.2237,0.2156,0.1090,0.4517
27.8900,0.2235,0.2156,0.1090,0.4519
27.9000,0.2233,0.2155,0.1090,0.4521
27.9100,0.2232,0.2155,0.1090,0.4523
27.9200,0.2230,0.2154,0.1090,0.4526
27.9300,0.2228,0.2154,0.1090,0.4528
27.9400,0.2226,0.2153,0.1090,0.4530
27.9500,0.2225,0.2153,0.1090,0.4532
27.9600,0.2223,0.2152,0.1090,0.4535
27.9700,0.2221,0.2152,0.1090,0.4537
27.9800,0.2220,0.2151,0.1090,0.4539
27.9900,0.2218,0.2150,0.1090,0.4541
28.0000,0.2216,0.2150,0.1090,0.4544
28.0100,0.2215,0.2149,0.1090,0.4546
28.0200,0.2213,0.2149,0.1090,0.4548
28.0300,0.2211,0.2148,0.1090,0.4550
28.0400,0.2210,0.2148,0.1090,0.4553
28.0500,0.2208,0.2147,0.1090,0.4555
28.0600,0.2206,0.2147,0.1090,0.4557
28.0700,0.2205,0.2146,0.1090,0.4559
28.0800,0.2203,0.2146,0.1090,0.4562
28.0900,0.2201,0.2145,0.1090,0.4564
28.1000,0.2200,0.2145,0.1090,0.4566
28.1100,0.2198,0.2144,0.1090,0.4568
28.1200,0.2196,0.2144,0.1090,0.4571
28.1300,0.2195,0.2143,0.1090,0.4573
28.1400,0.2193,0.2142,0.1090,0.4575
28.1500,0.2191,0.2142,0.1090,0.4577
28.1600,0.2189,0.2141,0.1089,0.4580
28.1700,0.2188,0.2141,0.1089,0.4582
28.1800,0.2186,0.2140,0.1089,0.4584
28.1900,0.2185,0.2140,0.1089,0.4586
28.2000,0.2183,0.2139,0.1089,0.4589
28.2100,0.2181,0.2139,0.1089,0.4591
28.2200,0.2180,0.2138,0.1089,0.4593
28.2300,0.2178,0.2138,0.1089,0.4595
28.2400,0.2176,0.2137,0.1089,0.4598
28.2500,0.2175,0.2137,0.1089,0.4600
28.2600,0.2173,0.2136,0.1089,0.4602
28.2700,0.2171,0.2135,0.1089,0.4604
28.2800,0.2170,0.2135,0.1089,0.4607
28.2900,0.2168,0.2134,0.1089,0.4609
28.3000,0.2166,0.2134,0.1089,0.4611
28.3100,0.2165,0.2133,0.1089,0.4613
28.3200,0.2163,0.2133,0.1089,0.4616
28.3300,0.2161,0.2132,0.1089,0.4618
28.3400,0.2160,0.2132,0.1089,0.4620
28.3500,0.2158,0.2131,0.1089,0.4622
28.3600,0.2156,0.2130,0.1089,0.4624
28.3700,0.2155,0.2130,0.1089,0.4627
28.3800,0.2153,0.2129,0.1089,0.4629
28.3900,0.2152,0.2129,0.1088,0.4631
28.4000,0.2150,0.2128,0.1088,0.4633
28.4100,0.2148,0.2128,0.1088,0.4636
28.4200,0.2147,0.2127,0.1088,0.4638
28.4300,0.2145,0.2127,0.1088,0.4640
28.4400,0.2143,0.2126,0.1088,0.4642
28.4500,0.2142,0.2125,0.1088,0.4645
28.4600,0.2140,0.2125,0.1088,0.4647
28.4700,0.2138,0.2124,0.1088,0.4649
28.4800,0.2137,0.2124,0.1088,0.4651
28.4900,0.2135,0.2123,0.1088,0.4654
28.5000,0.2134,0.2123,0.1088,0.4656
28.5100,0.2132,0.2122,0.1088,0.4658
28.5200,0.2130,0.2121,0.1088,0.4660
28.5300,0.2129,0.2121,0.1088,0.4663
28.5400,0.2127,0.2120,0.1088,0.4665
28.5500,0.2125,0.2120,0.1088,0.4667
28.5600,0.2124,0.2119,0.1088,0.4669
28.5700,0.2122,0.2119,0.1088,0.4672
28.5800,0.2121,0.2118,0.1087,0.4674
28.5900,0.2119,0.2118,0.1087,0.4676
28.6000,0.2117,0.2117,0.1087,0.4678
28.6100,0.2116,0.2116,0.1087,0.4680
28.6200,0.2114,0.2116,0.1087,0.4683
28.6300,0.2113,0.2115,0.1087,0.4685
28.6400,0.2111,0.2115,0.1087,0.4687
28.6500,0.2109,0.2114,0.1087,0.4689
28.6600,0.2108,0.2113,0.1087,0.4692
28.6700,0.2106,0.2113,0.1087,0.4694
28.6800,0.2105,0.2112,0.1087,0.4696
28.6900,0.2103,0.2112,0.1087,0.4698
28.7000,0.2101,0.2111,0.1087,0.4701
28.7100,0.2100,0.2111,0.1087,0.4703
28.7200,0.2098,0.2110,0.1087,0.4705
28.7300,0.2097,0.2109,0.1087,0.4707
28.7400,0.2095,0.2109,0.1087,0.4710
28.7500,0.2093,0.2108,0.1086,0.4712
28.7600,0.2092,0.2108,0.1086,0.4714
28.7700,0.2090,0.2107,0.1086,0.4716
28.7800,0.2089,0.2107,0.1086,0.4719
28.7900,0.2087,0.2106,0.1086,0.4721
28.8000,0.2086,0.2105,0.1086,0.4723
28.8100,0.2084,0.2105,0.1086,0.4725
28.8200,0.2082,0.2104,0.1086,0.4727
28.8300,0.2081,0.2104,0.1086,0.4730
28.8400,0.2079,0.2103,0.1086,0.4732
28.8500,0.2078,0.2102,0.1086,0.4734
28.8600,0.2076,0.2102,0.1086,0.4736
28.8700,0.2074,0.2101,0.1086,0.4739
28.8800,0.2073,0.2101,0.1086,0.4741
28.8900,0.2071,0.2100,0.1086,0.4743
28.9000,0.2070,0.2099,0.1085,0.4745
28.9100,0.2068,0.2099,0.1085,0.4748
28.9200,0.2067,0.2098,0.1085,0.4750
28.9300,0.2065,0.2098,0.1085,0.4752
28.9400,0.2063,0.2097,0.1085,0.4754
28.9500,0.2062,0.2097,0.1085,0.4756
28.9600,0.2060,0.2096,0.1085,0.4759
28.9700,0.2059,0.2095,0.1085,0.4761
28.9800,0.2057,0.2095,0.1085,0.4763
28.9900,0.2056,0.2094,0.1085,0.4765
29.0000,0.2054,0.2094,0.1085,0.4768
29.0100,0.2053,0.2093,0.1085,0.4770
29.0200,0.2051,0.2092,0.1085,0.4772
29.0300,0.2049,0.2092,0.1084,0.4774
29.0400,0.2048,0.2091,0.1084,0.4777
29.0500,0.2046,0.2091,0.1084,0.4779
29.0600,0.2045,0.2090,0.1084,0.4781
29.0700,0.2043,0.2089,0.1084,0.4783
29.0800,0.2042,0.2089,0.1084,0.4785
29.0900,0.2040,0.2088,0.1084,0.4788
29.1000,0.2039,0.2088,0.1084,0.4790
29.1100,0.2037,0.2087,0.1084,0.4792
29.1200,0.2036,0.2086,0.1084,0.4794
29.1300,0.2034,0.2086,0.1084,0.4797
29.1400,0.2032,0.2085,0.1084,0.4799
29.1500,0.2031,0.2084,0.1084,0.4801
29.1600,0.2029,0.2084,0.1083,0.4803
29.1700,0.2028,0.2083,0.1083,0.4806
29.1800,0.2026,0.2083,0.1083,0.4808
29.1900,0.2025,0.2082,0.1083,0.4810
29.2000,0.2023,0.2081,0.1083,0.4812
29.2100,0.2022,0.2081,0.1083,0.4814
29.2200,0.2020,0.2080,0.1083,0.4817
29.2300,0.2019,0.2080,0.1083,0.4819
29.2400,0.2017,0.2079,0.1083,0.4821
29.2500,0.2016,0.2078,0.1083,0.4823
29.2600,0.2014,0.2078,0.1083,0.4826
29.2700,0.2013,0.2077,0.1083,0.4828
29.2800,0.2011,0.2077,0.1082,0.4830
29.2900,0.2009,0.2076,0.1082,0.4832
29.3000,0.2008,0.2075,0.1082,0.4834
29.3100,0.2006,0.2075,0.1082,0.4837
29.3200,0.2005,0.2074,0.1082,0.4839
29.3300,0.2003,0.2073,0.1082,0.4841
29.3400,0.2002,0.2073,0.1082,0.4843
29.3500,0.2000,0.2072,0.1082,0.4846
29.3600,0.1999,0.2072,0.1082,0.4848
29.3700,0.1997,0.2071,0.1082,0.4850
29.3800,0.1996,0.2070,0.1082,0.4852
29.3900,0.1994,0.2070,0.1081,0.4855
29.4000,0.1993,0.2069,0.1081,0.4857
29.4100,0.1991,0.2068,0.1081,0.4859
29.4200,0.1990,0.2068,0.1081,0.4861
29.4300,0.1988,0.2067,0.1081,0.4863
29.4400,0.1987,0.2067,0.1081,0.4866
29.4500,0.1985,0.2066,0.1081,0.4868
29.4600,0.1984,0.2065,0.1081,0.4870
29.4700,0.1982,0.2065,0.1081,0.4872
29.4800,0.1981,0.2064,0.1081,0.4875
29.4900,0.1979,0.2063,0.1080,0.4877
29.5000,0.1978,0.2063,0.1080,0.4879
29.5100,0.1976,0.2062,0.1080,0.4881
29.5200,0.1975,0.2062,0.1080,0.4883
29.5300,0.1973,0.2061,0.1080,0.4886
29.5400,0.1972,0.2060,0.1080,0.4888
29.5500,0.1970,0.2060,0.1080,0.4890
29.5600,0.1969,0.2059,0.1080,0.4892
29.5700,0.1967,0.2058,0.1080,0.4894
29.5800,0.1966,0.2058,0.1080,0.4897
29.5900,0.1964,0.2057,0.1079,0.4899
29.6000,0.1963,0.2057,0.1079,0.4901
29.6100,0.1961,0.2056,0.1079,0.4903
29.6200,0.1960,0.2055,0.1079,0.4906
29.6300,0.1959,0.2055,0.1079,0.4908
29.6400,0.1957,0.2054,0.1079,0.4910
29.6500,0.1956,0.2053,0.1079,0.4912
29.6600,0.1954,0.2053,0.1079,0.4914
29.6700,0.1953,0.2052,0.1079,0.4917
29.6800,0.1951,0.2051,0.1079,0.4919
29.6900,0.1950,0.2051,0.1078,0.4921
29.7000,0.1948,0.2050,0.1078,0.4923
29.7100,0.1947,0.2050,0.1078,0.4926
29.7200,0.1945,0.2049,0.1078,0.4928
29.7300,0.1944,0.2048,0.1078,0.4930
29.7400,0.1942,0.2048,0.1078,0.4932
29.7500,0.1941,0.2047,0.1078,0.4934
29.7600,0.1939,0.2046,0.1078,0.4937
29.7700,0.1938,0.2046,0.1078,0.4939
29.7800,0.1936,0.2045,0.1077,0.4941
29.7900,0.1935,0.2044,0.1077,0.4943
29.8000,0.1934,0.2044,0.1077,0.4945
29.8100,0.1932,0.2043,0.1077,0.4948
29.8200,0.1931,0.2042,0.1077,0.4950
29.8300,0.1929,0.2042,0.1077,0.4952
29.8400,0.1928,0.2041,0.1077,0.4954
29.8500,0.1926,0.2040,0.1077,0.4956
29.8600,0.1925,0.2040,0.1077,0.4959
29.8700,0.1923,0.2039,0.1076,0.4961
29.8800,0.1922,0.2039,0.1076,0.4963
29.8900,0.1921,0.2038,0.1076,0.4965
29.9000,0.1919,0.2037,0.1076,0.4968
29.9100,0.1918,0.2037,0.1076,0.4970
29.9200,0.1916,0.2036,0.1076,0.4972
29.9300,0.1915,0.2035,0.1076,0.4974
29.9400,0.1913,0.2035,0.1076,0.4976
29.9500,0.1912,0.2034,0.1076,0.4979
29.9600,0.1910,0.2033,0.1075,0.4981
29.9700,0.1909,0.2033,0.1075,0.4983
29.9800,0.1908,0.2032,0.1075,0.4985
29.9900,0.1906,0.2031,0.1075,0.4987
30.0000,0.1905,0.2031,0.1075,0.4990
30.0100,0.1903,0.2030,0.1075,0.4992
30.0200,0.1902,0.2029,0.1075,0.4994
30.0300,0.1900,0.2029,0.1075,0.4996
30.0400,0.1899,0.2028,0.1074,0.4998
30.0500,0.1898,0.2027,0.1074,0.5001
30.0600,0.1896,0.2027,0.1074,0.5003
30.0700,0.1895,0.2026,0.1074,0.5005
30.0800,0.1893,0.2025,0.1074,0.5007
30.0900,0.1892,0.2025,0.1074,0.5009
30.1000,0.1890,0.2024,0.1074,0.5012
30.1100,0.1889,0.2023,0.1074,0.5014
30.1200,0.1888,0.2023,0.1073,0.5016
30.1300,0.1886,0.2022,0.1073,0.5018
30.1400,0.1885,0.2021,0.1073,0.5021
30.1500,0.1883,0.2021,0.1073,0.5023
30.1600,0.1882,0.2020,0.1073,0.5025
30.1700,0.1881,0.2019,0.1073,0.5027
30.1800,0.1879,0.2019,0.1073,0.5029
30.1900,0.1878,0.2018,0.1073,0.5032
30.2000,0.1876,0.2017,0.1072,0.5034
30.2100,0.1875,0.2017,0.1072,0.5036
30.2200,0.1874,0.2016,0.1072,0.5038
30.2300,0.1872,0.2015,0.1072,0.5040
30.2400,0.1871,0.2015,0.1072,0.5043
30.2500,0.1869,0.2014,0.1072,0.5045
30.2600,0.1868,0.2013,0.1072,0.5047
30.2700,0.1866,0.2013,0.1072,0.5049
30.2800,0.1865,0.2012,0.1071,0.5051
30.2900,0.1864,0.2011,0.1071,0.5054
30.3000,0.1862,0.2011,0.1071,0.5056
30.3100,0.1861,0.2010,0.1071,0.5058
30.3200,0.1860,0.2009,0.1071,0.5060
30.3300,0.1858,0.2009,0.1071,0.5062
30.3400,0.1857,0.2008,0.1071,0.5065
30.3500,0.1855,0.2007,0.1071,0.5067
30.3600,0.1854,0.2007,0.1070,0.5069
30.3700,0.1853,0.2006,0.1070,0.5071
30.3800,0.1851,0.2005,0.1070,0.5073
30.3900,0.1850,0.2005,0.1070,0.5075
30.4000,0.1848,0.2004,0.1070,0.5078
30.4100,0.1847,0.2003,0.1070,0.5080
30.4200,0.1846,0.2003,0.1070,0.5082
30.4300,0.1844,0.2002,0.1069,0.5084
30.4400,0.1843,0.2001,0.1069,0.5086
30.4500,0.1842,0.2001,0.1069,0.5089
30.4600,0.1840,0.2000,0.1069,0.5091
30.4700,0.1839,0.1999,0.1069,0.5093
30.4800,0.1837,0.1999,0.1069,0.5095
30.4900,0.1836,0.1998,0.1069,0.5097
30.5000,0.1835,0.1997,0.1068,0.5100
30.5100,0.1833,0.1997,0.1068,0.5102
30.5200,0.1832,0.1996,0.1068,0.5104
30.5300,0.1831,0.1995,0.1068,0.5106
30.5400,0.1829,0.1995,0.1068,0.5108
30.5500,0.1828,0.1994,0.1068,0.5111
30.5600,0.1826,0.1993,0.1068,0.5113
30.5700,0.1825,0.1992,0.1068,0.5115
30.5800,0.1824,0.1992,0.1067,0.5117
30.5900,0.1822,0.1991,0.1067,0.5119
30.6000,0.1821,0.1990,0.1067,0.5122
30.6100,0.1820,0.1990,0.1067,0.5124
30.6200,0.1818,0.1989,0.1067,0.5126
30.6300,0.1817,0.1988,0.1067,0.5128
30.6400,0.1816,0.1988,0.1066,0.5130
30.6500,0.1814,0.1987,0.1066,0.5132
30.6600,0.1813,0.1986,0.1066,0.5135
30.6700,0.1812,0.1986,0.1066,0.5137
30.6800,0.1810,0.1985,0.1066,0.5139
30.6900,0.1809,0.1984,0.1066,0.5141
30.7000,0.1807,0.1984,0.1066,0.5143
30.7100,0.1806,0.1983,0.1065,0.5146
30.7200,0.1805,0.1982,0.1065,0.5148
30.7300,0.1803,0.1981,0.1065,0.5150
30.7400,0.1802,0.1981,0.1065,0.5152
30.7500,0.1801,0.1980,0.1065,0.5154
30.7600,0.1799,0.1979,0.1065,0.5157
30.7700,0.1798,0.1979,0.1065,0.5159
30.7800,0.1797,0.1978,0.1064,0.5161
30.7900,0.1795,0.1977,0.1064,0.5163
30.8000,0.1794,0.1977,0.1064,0.5165
30.8100,0.1793,0.1976,0.1064,0.5167
30.8200,0.1791,0.1975,0.1064,0.5170
30.8300,0.1790,0.1974,0.1064,0.5172
30.8400,0.1789,0.1974,0.1064,0.5174
30.8500,0.1787,0.1973,0.1063,0.5176
30.8600,0.1786,0.1972,0.1063,0.5178
30.8700,0.1785,0.1972,0.1063,0.5181
30.8800,0.1783,0.1971,0.1063,0.5183
30.8900,0.1782,0.1970,0.1063,0.5185
