Time,Susceptible,Exposed,Infectious,Recovered,Total Infected
14.21,9978.45,13.06,6.54,1.96,19.60
14.22,9978.41,13.08,6.55,1.96,19.63
14.23,9978.38,13.10,6.56,1.96,19.66
14.24,9978.35,13.11,6.57,1.97,19.69
14.25,9978.31,13.13,6.58,1.97,19.71
14.26,9978.28,13.15,6.59,1.97,19.74
14.27,9978.25,13.17,6.60,1.98,19.77
14.28,9978.22,13.19,6.61,1.98,19.80
14.29,9978.18,13.21,6.62,1.98,19.83
14.30,9978.15,13.23,6.63,1.99,19.86
14.31,9978.12,13.25,6.64,1.99,19.89
14.32,9978.08,13.27,6.65,1.99,19.92
14.33,9978.05,13.29,6.66,2.00,19.95
14.34,9978.02,13.31,6.67,2.00,19.98
14.35,9977.98,13.33,6.68,2.00,20.01
14.36,9977.95,13.35,6.69,2.01,20.04
14.37,9977.92,13.37,6.70,2.01,20.07
14.38,9977.88,13.39,6.71,2.01,20.10
14.39,9977.85,13.41,6.72,2.02,20.13
14.40,9977.82,13.43,6.73,2.02,20.16
14.41,9977.78,13.45,6.74,2.02,20.19
14.42,9977.75,13.47,6.75,2.03,20.22
14.43,9977.72,13.49,6.76,2.03,20.25
14.44,9977.68,13.51,6.77,2.03,20.28
14.45,9977.65,13.53,6.78,2.04,20.31
14.46,9977.61,13.55,6.79,2.04,20.34
14.47,9977.58,13.57,6.80,2.04,20.37
14.48,9977.55,13.59,6.81,2.05,20.41
14.49,9977.51,13.62,6.82,2.05,20.44
14.50,9977.48,13.64,6.83,2.05,20.47
14.51,9977.44,13.66,6.84,2.06,20.50
14.52,9977.41,13.68,6.85,2.06,20.53
14.53,9977.38,13.70,6.86,2.06,20.56
14.54,9977.34,13.72,6.87,2.07,20.59
14.55,9977.31,13.74,6.88,2.07,20.62
14.56,9977.27,13.76,6.89,2.08,20.65
14.57,9977.24,13.78,6.90,2.08,20.68
14.58,9977.20,13.80,6.91,2.08,20.71
14.59,9977.17,13.82,6.92,2.09,20.74
14.60,9977.14,13.84,6.93,2.09,20.78
14.61,9977.10,13.86,6.94,2.09,20.81
14.62,9977.07,13.88,6.95,2.10,20.84
14.63,9977.03,13.90,6.96,2.10,20.87
14.64,9977.00,13.92,6.98,2.10,20.90
14.65,9976.96,13.95,6.99,2.11,20.93
14.66,9976.93,13.97,7.00,2.11,20.96
14.67,9976.89,13.99,7.01,2.11,20.99
14.68,9976.86,14.01,7.02,2.12,21.03
14.69,9976.82,14.03,7.03,2.12,21.06
14.70,9976.79,14.05,7.04,2.12,21.09
14.71,9976.75,14.07,7.05,2.13,21.12
14.72,9976.72,14.09,7.06,2.13,21.15
14.73,9976.68,14.11,7.07,2.13,21.18
14.74,9976.65,14.13,7.08,2.14,21.22
14.75,9976.61,14.16,7.09,2.14,21.25
14.76,9976.58,14.18,7.10,2.15,21.28
14.77,9976.54,14.20,7.11,2.15,21.31
14.78,9976.51,14.22,7.12,2.15,21.34
14.79,9976.47,14.24,7.13,2.16,21.37
14.80,9976.43,14.26,7.14,2.16,21.41
14.81,9976.40,14.28,7.15,2.16,21.44
14.82,9976.36,14.31,7.17,2.17,21.47
14.83,9976.33,14.33,7.18,2.17,21.50
14.84,9976.29,14.35,7.19,2.17,21.53
14.85,9976.26,14.37,7.20,2.18,21.57
14.86,9976.22,14.39,7.21,2.18,21.60
14.87,9976.18,14.41,7.22,2.18,21.63
14.88,9976.15,14.43,7.23,2.19,21.66
14.89,9976.11,14.46,7.24,2.19,21.70
14.90,9976.08,14.48,7.25,2.20,21.73
14.91,9976.04,14.50,7.26,2.20,21.76
14.92,9976.00,14.52,7.27,2.20,21.79
14.93,9975.97,14.54,7.28,2.21,21.83
14.94,9975.93,14.56,7.30,2.21,21.86
14.95,9975.89,14.59,7.31,2.21,21.89
14.96,9975.86,14.61,7.32,2.22,21.93
14.97,9975.82,14.63,7.33,2.22,21.96
14.98,9975.78,14.65,7.34,2.22,21.99
14.99,9975.75,14.67,7.35,2.23,22.02
15.00,9975.71,14.70,7.36,2.23,22.06
15.01,9975.67,14.72,7.37,2.24,22.09
15.02,9975.64,14.74,7.38,2.24,22.12
15.03,9975.60,14.76,7.39,2.24,22.16
15.04,9975.56,14.78,7.41,2.25,22.19
15.05,9975.53,14.81,7.42,2.25,22.22
15.06,9975.49,14.83,7.43,2.25,22.26
15.07,9975.45,14.85,7.44,2.26,22.29
15.08,9975.42,14.87,7.45,2.26,22.32
15.09,9975.38,14.90,7.46,2.27,22.36
15.10,9975.34,14.92,7.47,2.27,22.39
15.11,9975.30,14.94,7.48,2.27,22.42
15.12,9975.27,14.96,7.49,2.28,22.46
15.13,9975.23,14.98,7.51,2.28,22.49
15.14,9975.19,15.01,7.52,2.28,22.52
15.15,9975.15,15.03,7.53,2.29,22.56
15.16,9975.12,15.05,7.54,2.29,22.59
15.17,9975.08,15.07,7.55,2.30,22.63
15.18,9975.04,15.10,7.56,2.30,22.66
15.19,9975.00,15.12,7.57,2.30,22.69
15.20,9974.97,15.14,7.58,2.31,22.73
15.21,9974.93,15.17,7.60,2.31,22.76
15.22,9974.89,15.19,7.61,2.31,22.80
15.23,9974.85,15.21,7.62,2.32,22.83
15.24,9974.81,15.23,7.63,2.32,22.86
15.25,9974.78,15.26,7.64,2.33,22.90
15.26,9974.74,15.28,7.65,2.33,22.93
15.27,9974.70,15.30,7.66,2.33,22.97
15.28,9974.66,15.33,7.68,2.34,23.00
15.29,9974.62,15.35,7.69,2.34,23.04
15.30,9974.59,15.37,7.70,2.34,23.07
15.31,9974.55,15.39,7.71,2.35,23.10
15.32,9974.51,15.42,7.72,2.35,23.14
15.33,9974.47,15.44,7.73,2.36,23.17
15.34,9974.43,15.46,7.74,2.36,23.21
15.35,9974.39,15.49,7.76,2.36,23.24
15.36,9974.35,15.51,7.77,2.37,23.28
15.37,9974.32,15.53,7.78,2.37,23.31
15.38,9974.28,15.56,7.79,2.38,23.35
15.39,9974.24,15.58,7.80,2.38,23.38
15.40,9974.20,15.60,7.81,2.38,23.42
15.41,9974.16,15.63,7.83,2.39,23.45
15.42,9974.12,15.65,7.84,2.39,23.49
15.43,9974.08,15.67,7.85,2.40,23.52
15.44,9974.04,15.70,7.86,2.40,23.56
15.45,9974.00,15.72,7.87,2.40,23.59
15.46,9973.96,15.74,7.89,2.41,23.63
15.47,9973.93,15.77,7.90,2.41,23.66
15.48,9973.89,15.79,7.91,2.41,23.70
15.49,9973.85,15.81,7.92,2.42,23.73
15.50,9973.81,15.84,7.93,2.42,23.77
15.51,9973.77,15.86,7.94,2.43,23.81
15.52,9973.73,15.89,7.96,2.43,23.84
15.53,9973.69,15.91,7.97,2.43,23.88
15.54,9973.65,15.93,7.98,2.44,23.91
15.55,9973.61,15.96,7.99,2.44,23.95
15.56,9973.57,15.98,8.00,2.45,23.98
15.57,9973.53,16.00,8.02,2.45,24.02
15.58,9973.49,16.03,8.03,2.45,24.06
15.59,9973.45,16.05,8.04,2.46,24.09
15.60,9973.41,16.08,8.05,2.46,24.13
15.61,9973.37,16.10,8.06,2.47,24.16
15.62,9973.33,16.13,8.08,2.47,24.20
15.63,9973.29,16.15,8.09,2.47,24.24
15.64,9973.25,16.17,8.10,2.48,24.27
15.65,9973.21,16.20,8.11,2.48,24.31
15.66,9973.17,16.22,8.12,2.49,24.35
15.67,9973.13,16.25,8.14,2.49,24.38
15.68,9973.09,16.27,8.15,2.50,24.42
15.69,9973.05,16.29,8.16,2.50,24.46
15.70,9973.00,16.32,8.17,2.50,24.49
15.71,9972.96,16.34,8.19,2.51,24.53
15.72,9972.92,16.37,8.20,2.51,24.57
15.73,9972.88,16.39,8.21,2.52,24.60
15.74,9972.84,16.42,8.22,2.52,24.64
15.75,9972.80,16.44,8.23,2.52,24.68
15.76,9972.76,16.47,8.25,2.53,24.71
15.77,9972.72,16.49,8.26,2.53,24.75
15.78,9972.68,16.52,8.27,2.54,24.79
15.79,9972.64,16.54,8.28,2.54,24.82
15.80,9972.59,16.57,8.30,2.54,24.86
15.81,9972.55,16.59,8.31,2.55,24.90
15.82,9972.51,16.61,8.32,2.55,24.94
15.83,9972.47,16.64,8.33,2.56,24.97
15.84,9972.43,16.66,8.35,2.56,25.01
15.85,9972.39,16.69,8.36,2.57,25.05
15.86,9972.34,16.71,8.37,2.57,25.09
15.87,9972.30,16.74,8.38,2.57,25.12
15.88,9972.26,16.76,8.40,2.58,25.16
15.89,9972.22,16.79,8.41,2.58,25.20
15.90,9972.18,16.81,8.42,2.59,25.24
15.91,9972.14,16.84,8.43,2.59,25.27
15.92,9972.09,16.87,8.45,2.59,25.31
15.93,9972.05,16.89,8.46,2.60,25.35
15.94,9972.01,16.92,8.47,2.60,25.39
15.95,9971.97,16.94,8.48,2.61,25.43
15.96,9971.92,16.97,8.50,2.61,25.46
15.97,9971.88,16.99,8.51,2.62,25.50
15.98,9971.84,17.02,8.52,2.62,25.54
15.99,9971.80,17.04,8.54,2.62,25.58
16.00,9971.75,17.07,8.55,2.63,25.62
16.01,9971.71,17.09,8.56,2.63,25.66
16.02,9971.67,17.12,8.57,2.64,25.69
16.03,9971.63,17.15,8.59,2.64,25.73
16.04,9971.58,17.17,8.60,2.65,25.77
16.05,9971.54,17.20,8.61,2.65,25.81
16.06,9971.50,17.22,8.63,2.65,25.85
16.07,9971.46,17.25,8.64,2.66,25.89
16.08,9971.41,17.27,8.65,2.66,25.93
16.09,9971.37,17.30,8.66,2.67,25.96
16.10,9971.33,17.33,8.68,2.67,26.00
16.11,9971.28,17.35,8.69,2.68,26.04
16.12,9971.24,17.38,8.70,2.68,26.08
16.13,9971.20,17.40,8.72,2.68,26.12
16.14,9971.15,17.43,8.73,2.69,26.16
16.15,9971.11,17.46,8.74,2.69,26.20
16.16,9971.07,17.48,8.76,2.70,26.24
16.17,9971.02,17.51,8.77,2.70,26.28
16.18,9970.98,17.53,8.78,2.71,26.32
16.19,9970.93,17.56,8.79,2.71,26.36
16.20,9970.89,17.59,8.81,2.72,26.39
16.21,9970.85,17.61,8.82,2.72,26.43
16.22,9970.80,17.64,8.83,2.72,26.47
16.23,9970.76,17.67,8.85,2.73,26.51
16.24,9970.71,17.69,8.86,2.73,26.55
16.25,9970.67,17.72,8.87,2.74,26.59
16.26,9970.63,17.75,8.89,2.74,26.63
16.27,9970.58,17.77,8.90,2.75,26.67
16.28,9970.54,17.80,8.91,2.75,26.71
16.29,9970.49,17.83,8.93,2.76,26.75
16.30,9970.45,17.85,8.94,2.76,26.79
16.31,9970.40,17.88,8.95,2.76,26.83
16.32,9970.36,17.91,8.97,2.77,26.87
16.33,9970.31,17.93,8.98,2.77,26.91
16.34,9970.27,17.96,8.99,2.78,26.95
16.35,9970.22,17.99,9.01,2.78,26.99
16.36,9970.18,18.01,9.02,2.79,27.03
16.37,9970.13,18.04,9.03,2.79,27.07
16.38,9970.09,18.07,9.05,2.80,27.11
16.39,9970.04,18.09,9.06,2.80,27.16
16.40,9970.00,18.12,9.08,2.80,27.20
16.41,9969.95,18.15,9.09,2.81,27.24
16.42,9969.91,18.18,9.10,2.81,27.28
16.43,9969.86,18.20,9.12,2.82,27.32
16.44,9969.82,18.23,9.13,2.82,27.36
16.45,9969.77,18.26,9.14,2.83,27.40
16.46,9969.73,18.28,9.16,2.83,27.44
16.47,9969.68,18.31,9.17,2.84,27.48
16.48,9969.64,18.34,9.18,2.84,27.52
16.49,9969.59,18.37,9.20,2.85,27.56
16.50,9969.54,18.39,9.21,2.85,27.61
16.51,9969.50,18.42,9.23,2.85,27.65
16.52,9969.45,18.45,9.24,2.86,27.69
16.53,9969.41,18.48,9.25,2.86,27.73
16.54,9969.36,18.50,9.27,2.87,27.77
16.55,9969.31,18.53,9.28,2.87,27.81
16.56,9969.27,18.56,9.30,2.88,27.85
16.57,9969.22,18.59,9.31,2.88,27.90
16.58,9969.17,18.62,9.32,2.89,27.94
16.59,9969.13,18.64,9.34,2.89,27.98
16.60,9969.08,18.67,9.35,2.90,28.02
16.61,9969.04,18.70,9.36,2.90,28.06
16.62,9968.99,18.73,9.38,2.91,28.11
16.63,9968.94,18.75,9.39,2.91,28.15
16.64,9968.89,18.78,9.41,2.92,28.19
16.65,9968.85,18.81,9.42,2.92,28.23
16.66,9968.80,18.84,9.44,2.92,28.27
16.67,9968.75,18.87,9.45,2.93,28.32
16.68,9968.71,18.90,9.46,2.93,28.36
16.69,9968.66,18.92,9.48,2.94,28.40
16.70,9968.61,18.95,9.49,2.94,28.44
16.71,9968.57,18.98,9.51,2.95,28.49
16.72,9968.52,19.01,9.52,2.95,28.53
16.73,9968.47,19.04,9.53,2.96,28.57
16.74,9968.42,19.07,9.55,2.96,28.61
16.75,9968.38,19.09,9.56,2.97,28.66
16.76,9968.33,19.12,9.58,2.97,28.70
16.77,9968.28,19.15,9.59,2.98,28.74
16.78,9968.23,19.18,9.61,2.98,28.79
16.79,9968.18,19.21,9.62,2.99,28.83
16.80,9968.14,19.24,9.63,2.99,28.87
16.81,9968.09,19.27,9.65,3.00,28.92
16.82,9968.04,19.30,9.66,3.00,28.96
16.83,9967.99,19.32,9.68,3.01,29.00
16.84,9967.94,19.35,9.69,3.01,29.05
16.85,9967.90,19.38,9.71,3.02,29.09
16.86,9967.85,19.41,9.72,3.02,29.13
16.87,9967.80,19.44,9.74,3.03,29.18
16.88,9967.75,19.47,9.75,3.03,29.22
16.89,9967.70,19.50,9.77,3.04,29.26
16.90,9967.65,19.53,9.78,3.04,29.31
16.91,9967.60,19.56,9.79,3.04,29.35
16.92,9967.56,19.59,9.81,3.05,29.40
16.93,9967.51,19.62,9.82,3.05,29.44
16.94,9967.46,19.64,9.84,3.06,29.48
16.95,9967.41,19.67,9.85,3.06,29.53
16.96,9967.36,19.70,9.87,3.07,29.57
16.97,9967.31,19.73,9.88,3.07,29.62
16.98,9967.26,19.76,9.90,3.08,29.66
16.99,9967.21,19.79,9.91,3.08,29.70
17.00,9967.16,19.82,9.93,3.09,29.75
17.01,9967.11,19.85,9.94,3.09,29.79
17.02,9967.06,19.88,9.96,3.10,29.84
17.03,9967.01,19.91,9.97,3.10,29.88
17.04,9966.96,19.94,9.99,3.11,29.93
17.05,9966.91,19.97,10.00,3.11,29.97
17.06,9966.86,20.00,10.02,3.12,30.02
17.07,9966.81,20.03,10.03,3.12,30.06
17.08,9966.76,20.06,10.05,3.13,30.11
17.09,9966.71,20.09,10.06,3.13,30.15
17.10,9966.66,20.12,10.08,3.14,30.20
17.11,9966.61,20.15,10.09,3.14,30.24
17.12,9966.56,20.18,10.11,3.15,30.29
17.13,9966.51,20.21,10.12,3.15,30.33
17.14,9966.46,20.24,10.14,3.16,30.38
17.15,9966.41,20.27,10.15,3.16,30.42
17.16,9966.36,20.30,10.17,3.17,30.47
17.17,9966.31,20.33,10.18,3.17,30.51
17.18,9966.26,20.36,10.20,3.18,30.56
17.19,9966.21,20.39,10.21,3.18,30.61
17.20,9966.16,20.42,10.23,3.19,30.65
17.21,9966.11,20.45,10.24,3.19,30.70
17.22,9966.06,20.48,10.26,3.20,30.74
17.23,9966.01,20.51,10.27,3.21,30.79
17.24,9965.95,20.55,10.29,3.21,30.84
17.25,9965.90,20.58,10.31,3.22,30.88
17.26,9965.85,20.61,10.32,3.22,30.93
17.27,9965.80,20.64,10.34,3.23,30.97
17.28,9965.75,20.67,10.35,3.23,31.02
17.29,9965.70,20.70,10.37,3.24,31.07
17.30,9965.65,20.73,10.38,3.24,31.11
17.31,9965.59,20.76,10.40,3.25,31.16
17.32,9965.54,20.79,10.41,3.25,31.21
17.33,9965.49,20.82,10.43,3.26,31.25
17.34,9965.44,20.85,10.45,3.26,31.30
17.35,9965.39,20.89,10.46,3.27,31.35
17.36,9965.33,20.92,10.48,3.27,31.39
17.37,9965.28,20.95,10.49,3.28,31.44
17.38,9965.23,20.98,10.51,3.28,31.49
17.39,9965.18,21.01,10.52,3.29,31.53
17.40,9965.12,21.04,10.54,3.29,31.58
17.41,9965.07,21.07,10.56,3.30,31.63
17.42,9965.02,21.11,10.57,3.30,31.68
17.43,9964.97,21.14,10.59,3.31,31.72
17.44,9964.91,21.17,10.60,3.31,31.77
17.45,9964.86,21.20,10.62,3.32,31.82
17.46,9964.81,21.23,10.63,3.33,31.87
17.47,9964.76,21.26,10.65,3.33,31.91
17.48,9964.70,21.30,10.67,3.34,31.96
17.49,9964.65,21.33,10.68,3.34,32.01
17.50,9964.60,21.36,10.70,3.35,32.06
17.51,9964.54,21.39,10.71,3.35,32.11
17.52,9964.49,21.42,10.73,3.36,32.15
17.53,9964.44,21.46,10.75,3.36,32.20
17.54,9964.38,21.49,10.76,3.37,32.25
17.55,9964.33,21.52,10.78,3.37,32.30
17.56,9964.27,21.55,10.79,3.38,32.35
17.57,9964.22,21.58,10.81,3.38,32.39
17.58,9964.17,21.62,10.83,3.39,32.44
17.59,9964.11,21.65,10.84,3.40,32.49
17.60,9964.06,21.68,10.86,3.40,32.54
17.61,9964.01,21.71,10.88,3.41,32.59
17.62,9963.95,21.75,10.89,3.41,32.64
17.63,9963.90,21.78,10.91,3.42,32.69
17.64,9963.84,21.81,10.92,3.42,32.74
17.65,9963.79,21.84,10.94,3.43,32.78
17.66,9963.73,21.88,10.96,3.43,32.83
17.67,9963.68,21.91,10.97,3.44,32.88
17.68,9963.62,21.94,10.99,3.44,32.93
17.69,9963.57,21.97,11.01,3.45,32.98
17.70,9963.51,22.01,11.02,3.46,33.03
17.71,9963.46,22.04,11.04,3.46,33.08
17.72,9963.40,22.07,11.06,3.47,33.13
17.73,9963.35,22.11,11.07,3.47,33.18
17.74,9963.29,22.14,11.09,3.48,33.23
17.75,9963.24,22.17,11.11,3.48,33.28
17.76,9963.18,22.21,11.12,3.49,33.33
17.77,9963.13,22.24,11.14,3.49,33.38
17.78,9963.07,22.27,11.16,3.50,33.43
17.79,9963.02,22.31,11.17,3.51,33.48
17.80,9962.96,22.34,11.19,3.51,33.53
17.81,9962.91,22.37,11.21,3.52,33.58
17.82,9962.85,22.41,11.22,3.52,33.63
17.83,9962.79,22.44,11.24,3.53,33.68
17.84,9962.74,22.47,11.26,3.53,33.73
17.85,9962.68,22.51,11.27,3.54,33.78
17.86,9962.63,22.54,11.29,3.54,33.83
17.87,9962.57,22.57,11.31,3.55,33.88
17.88,9962.51,22.61,11.32,3.56,33.93
17.89,9962.46,22.64,11.34,3.56,33.98
17.90,9962.40,22.67,11.36,3.57,34.03
17.91,9962.34,22.71,11.37,3.57,34.08
17.92,9962.29,22.74,11.39,3.58,34.13
17.93,9962.23,22.78,11.41,3.58,34.19
17.94,9962.17,22.81,11.43,3.59,34.24
17.95,9962.12,22.84,11.44,3.60,34.29
17.96,9962.06,22.88,11.46,3.60,34.34
17.97,9962.00,22.91,11.48,3.61,34.39
17.98,9961.95,22.95,11.49,3.61,34.44
17.99,9961.89,22.98,11.51,3.62,34.49
18.00,9961.83,23.02,11.53,3.62,34.54
18.01,9961.77,23.05,11.55,3.63,34.60
18.02,9961.72,23.09,11.56,3.64,34.65
18.03,9961.66,23.12,11.58,3.64,34.70
18.04,9961.60,23.15,11.60,3.65,34.75
18.05,9961.54,23.19,11.62,3.65,34.80
18.06,9961.49,23.22,11.63,3.66,34.86
18.07,9961.43,23.26,11.65,3.66,34.91
18.08,9961.37,23.29,11.67,3.67,34.96
18.09,9961.31,23.33,11.68,3.68,35.01
18.10,9961.25,23.36,11.70,3.68,35.06
18.11,9961.19,23.40,11.72,3.69,35.12
18.12,9961.14,23.43,11.74,3.69,35.17
18.13,9961.08,23.47,11.75,3.70,35.22
18.14,9961.02,23.50,11.77,3.71,35.28
18.15,9960.96,23.54,11.79,3.71,35.33
18.16,9960.90,23.57,11.81,3.72,35.38
18.17,9960.84,23.61,11.83,3.72,35.43
18.18,9960.78,23.64,11.84,3.73,35.49
18.19,9960.73,23.68,11.86,3.74,35.54
18.20,9960.67,23.71,11.88,3.74,35.59
18.21,9960.61,23.75,11.90,3.75,35.65
18.22,9960.55,23.79,11.91,3.75,35.70
18.23,9960.49,23.82,11.93,3.76,35.75
18.24,9960.43,23.86,11.95,3.76,35.81
18.25,9960.37,23.89,11.97,3.77,35.86
18.26,9960.31,23.93,11.99,3.78,35.91
18.27,9960.25,23.96,12.00,3.78,35.97
18.28,9960.19,24.00,12.02,3.79,36.02
18.29,9960.13,24.04,12.04,3.79,36.07
18.30,9960.07,24.07,12.06,3.80,36.13
18.31,9960.01,24.11,12.08,3.81,36.18
18.32,9959.95,24.14,12.09,3.81,36.24
18.33,9959.89,24.18,12.11,3.82,36.29
18.34,9959.83,24.22,12.13,3.83,36.35
18.35,9959.77,24.25,12.15,3.83,36.40
18.36,9959.71,24.29,12.17,3.84,36.45
18.37,9959.65,24.32,12.18,3.84,36.51
18.38,9959.59,24.36,12.20,3.85,36.56
18.39,9959.53,24.40,12.22,3.86,36.62
18.40,9959.47,24.43,12.24,3.86,36.67
18.41,9959.41,24.47,12.26,3.87,36.73
18.42,9959.34,24.51,12.28,3.87,36.78
18.43,9959.28,24.54,12.29,3.88,36.84
18.44,9959.22,24.58,12.31,3.89,36.89
18.45,9959.16,24.62,12.33,3.89,36.95
18.46,9959.10,24.65,12.35,3.90,37.00
18.47,9959.04,24.69,12.37,3.90,37.06
18.48,9958.98,24.73,12.39,3.91,37.11
18.49,9958.91,24.76,12.41,3.92,37.17
18.50,9958.85,24.80,12.42,3.92,37.22
18.51,9958.79,24.84,12.44,3.93,37.28
18.52,9958.73,24.87,12.46,3.94,37.34
18.53,9958.67,24.91,12.48,3.94,37.39
18.54,9958.60,24.95,12.50,3.95,37.45
18.55,9958.54,24.99,12.52,3.95,37.50
18.56,9958.48,25.02,12.54,3.96,37.56
18.57,9958.42,25.06,12.55,3.97,37.62
18.58,9958.35,25.10,12.57,3.97,37.67
18.59,9958.29,25.14,12.59,3.98,37.73
18.60,9958.23,25.17,12.61,3.99,37.78
18.61,9958.17,25.21,12.63,3.99,37.84
18.62,9958.10,25.25,12.65,4.00,37.90
18.63,9958.04,25.29,12.67,4.00,37.95
18.64,9957.98,25.32,12.69,4.01,38.01
18.65,9957.91,25.36,12.71,4.02,38.07
18.66,9957.85,25.40,12.72,4.02,38.12
18.67,9957.79,25.44,12.74,4.03,38.18
18.68,9957.72,25.48,12.76,4.04,38.24
18.69,9957.66,25.51,12.78,4.04,38.30
18.70,9957.60,25.55,12.80,4.05,38.35
18.71,9957.53,25.59,12.82,4.06,38.41
18.72,9957.47,25.63,12.84,4.06,38.47
18.73,9957.41,25.67,12.86,4.07,38.53
18.74,9957.34,25.71,12.88,4.07,38.58
18.75,9957.28,25.74,12.90,4.08,38.64
18.76,9957.21,25.78,12.92,4.09,38.70
18.77,9957.15,25.82,12.94,4.09,38.76
18.78,9957.08,25.86,12.95,4.10,38.81
18.79,9957.02,25.90,12.97,4.11,38.87
18.80,9956.96,25.94,12.99,4.11,38.93
18.81,9956.89,25.98,13.01,4.12,38.99
18.82,9956.83,26.01,13.03,4.13,39.05
18.83,9956.76,26.05,13.05,4.13,39.11
18.84,9956.70,26.09,13.07,4.14,39.16
18.85,9956.63,26.13,13.09,4.15,39.22
18.86,9956.57,26.17,13.11,4.15,39.28
18.87,9956.50,26.21,13.13,4.16,39.34
18.88,9956.44,26.25,13.15,4.17,39.40
18.89,9956.37,26.29,13.17,4.17,39.46
18.90,9956.30,26.33,13.19,4.18,39.52
18.91,9956.24,26.37,13.21,4.19,39.58
18.92,9956.17,26.41,13.23,4.19,39.63
18.93,9956.11,26.45,13.25,4.20,39.69
18.94,9956.04,26.48,13.27,4.21,39.75
18.95,9955.98,26.52,13.29,4.21,39.81
18.96,9955.91,26.56,13.31,4.22,39.87
18.97,9955.84,26.60,13.33,4.23,39.93
18.98,9955.78,26.64,13.35,4.23,39.99
18.99,9955.71,26.68,13.37,4.24,40.05
19.00,9955.64,26.72,13.39,4.25,40.11
19.01,9955.58,26.76,13.41,4.25,40.17
19.02,9955.51,26.80,13.43,4.26,40.23
19.03,9955.44,26.84,13.45,4.27,40.29
19.04,9955.38,26.88,13.47,4.27,40.35
19.05,9955.31,26.92,13.49,4.28,40.41
19.06,9955.24,26.96,13.51,4.29,40.47
19.07,9955.18,27.00,13.53,4.29,40.53
19.08,9955.11,27.04,13.55,4.30,40.59
19.09,9955.04,27.08,13.57,4.31,40.65
19.10,9954.97,27.12,13.59,4.31,40.71
19.11,9954.91,27.17,13.61,4.32,40.78
19.12,9954.84,27.21,13.63,4.33,40.84
19.13,9954.77,27.25,13.65,4.33,40.90
19.14,9954.70,27.29,13.67,4.34,40.96
19.15,9954.63,27.33,13.69,4.35,41.02
19.16,9954.57,27.37,13.71,4.35,41.08
19.17,9954.50,27.41,13.73,4.36,41.14
19.18,9954.43,27.45,13.75,4.37,41.20
19.19,9954.36,27.49,13.77,4.37,41.27
19.20,9954.29,27.53,13.79,4.38,41.33
19.21,9954.22,27.57,13.81,4.39,41.39
19.22,9954.15,27.62,13.84,4.40,41.45
19.23,9954.09,27.66,13.86,4.40,41.51
19.24,9954.02,27.70,13.88,4.41,41.57
19.25,9953.95,27.74,13.90,4.42,41.64
19.26,9953.88,27.78,13.92,4.42,41.70
19.27,9953.81,27.82,13.94,4.43,41.76
19.28,9953.74,27.86,13.96,4.44,41.82
19.29,9953.67,27.91,13.98,4.44,41.89
19.30,9953.60,27.95,14.00,4.45,41.95
19.31,9953.53,27.99,14.02,4.46,42.01
19.32,9953.46,28.03,14.04,4.46,42.07
19.33,9953.39,28.07,14.06,4.47,42.14
19.34,9953.32,28.11,14.09,4.48,42.20
19.35,9953.25,28.16,14.11,4.49,42.26
19.36,9953.18,28.20,14.13,4.49,42.33
19.37,9953.11,28.24,14.15,4.50,42.39
19.38,9953.04,28.28,14.17,4.51,42.45
19.39,9952.97,28.32,14.19,4.51,42.52
19.40,9952.90,28.37,14.21,4.52,42.58
19.41,9952.83,28.41,14.23,4.53,42.64
19.42,9952.76,28.45,14.26,4.54,42.71
19.43,9952.69,28.49,14.28,4.54,42.77
19.44,9952.62,28.54,14.30,4.55,42.83
19.45,9952.54,28.58,14.32,4.56,42.90
19.46,9952.47,28.62,14.34,4.56,42.96
19.47,9952.40,28.66,14.36,4.57,43.03
19.48,9952.33,28.71,14.38,4.58,43.09
19.49,9952.26,28.75,14.41,4.59,43.16
19.50,9952.19,28.79,14.43,4.59,43.22
19.51,9952.12,28.84,14.45,4.60,43.28
19.52,9952.04,28.88,14.47,4.61,43.35
19.53,9951.97,28.92,14.49,4.61,43.41
19.54,9951.90,28.97,14.51,4.62,43.48
19.55,9951.83,29.01,14.54,4.63,43.54
19.56,9951.75,29.05,14.56,4.64,43.61
19.57,9951.68,29.10,14.58,4.64,43.67
19.58,9951.61,29.14,14.60,4.65,43.74
19.59,9951.54,29.18,14.62,4.66,43.80
19.60,9951.46,29.23,14.64,4.67,43.87
19.61,9951.39,29.27,14.67,4.67,43.94
19.62,9951.32,29.31,14.69,4.68,44.00
19.63,9951.25,29.36,14.71,4.69,44.07
19.64,9951.17,29.40,14.73,4.69,44.13
19.65,9951.10,29.45,14.75,4.70,44.20
19.66,9951.03,29.49,14.78,4.71,44.27
19.67,9950.95,29.53,14.80,4.72,44.33
19.68,9950.88,29.58,14.82,4.72,44.40
19.69,9950.80,29.62,14.84,4.73,44.46
19.70,9950.73,29.67,14.86,4.74,44.53
19.71,9950.66,29.71,14.89,4.75,44.60
19.72,9950.58,29.75,14.91,4.75,44.66
19.73,9950.51,29.80,14.93,4.76,44.73
19.74,9950.43,29.84,14.95,4.77,44.80
19.75,9950.36,29.89,14.98,4.78,44.86
19.76,9950.29,29.93,15.00,4.78,44.93
19.77,9950.21,29.98,15.02,4.79,45.00
19.78,9950.14,30.02,15.04,4.80,45.07
