Time,Susceptible,Exposed,Infectious,Recovered,Total Infected
0.00,9998.00,1.00,1.00,0.00,2.00
0.01,9998.00,1.00,1.00,0.00,2.00
0.02,9997.99,1.01,1.00,0.00,2.01
0.03,9997.98,1.01,1.00,0.00,2.01
0.04,9997.98,1.02,1.00,0.00,2.02
0.05,9997.97,1.02,1.00,0.00,2.02
0.06,9997.97,1.02,1.00,0.00,2.03
0.07,9997.96,1.03,1.00,0.00,2.03
0.08,9997.96,1.03,1.00,0.00,2.04
0.09,9997.95,1.04,1.00,0.00,2.04
0.10,9997.95,1.04,1.01,0.01,2.05
0.11,9997.94,1.04,1.01,0.01,2.05
0.12,9997.94,1.05,1.01,0.01,2.05
0.13,9997.93,1.05,1.01,0.01,2.06
0.14,9997.93,1.06,1.01,0.01,2.06
0.15,9997.92,1.06,1.01,0.01,2.07
0.16,9997.92,1.06,1.01,0.01,2.07
0.17,9997.91,1.07,1.01,0.01,2.08
0.18,9997.91,1.07,1.01,0.01,2.08
0.19,9997.90,1.08,1.01,0.01,2.09
0.20,9997.90,1.08,1.01,0.01,2.09
0.21,9997.89,1.08,1.01,0.01,2.09
0.22,9997.89,1.09,1.01,0.01,2.10
0.23,9997.88,1.09,1.01,0.01,2.10
0.24,9997.88,1.10,1.01,0.01,2.11
0.25,9997.87,1.10,1.01,0.01,2.11
0.26,9997.87,1.10,1.01,0.01,2.12
0.27,9997.86,1.11,1.01,0.01,2.12
0.28,9997.86,1.11,1.02,0.01,2.13
0.29,9997.85,1.12,1.02,0.01,2.13
0.30,9997.85,1.12,1.02,0.02,2.14
0.31,9997.84,1.12,1.02,0.02,2.14
0.32,9997.84,1.13,1.02,0.02,2.15
0.33,9997.83,1.13,1.02,0.02,2.15
0.34,9997.83,1.14,1.02,0.02,2.15
0.35,9997.82,1.14,1.02,0.02,2.16
0.36,9997.82,1.14,1.02,0.02,2.16
0.37,9997.81,1.15,1.02,0.02,2.17
0.38,9997.81,1.15,1.02,0.02,2.17
0.39,9997.80,1.16,1.02,0.02,2.18
0.40,9997.80,1.16,1.02,0.02,2.18
0.41,9997.79,1.16,1.02,0.02,2.19
0.42,9997.79,1.17,1.02,0.02,2.19
0.43,9997.78,1.17,1.02,0.02,2.20
0.44,9997.78,1.17,1.03,0.02,2.20
0.45,9997.77,1.18,1.03,0.02,2.20
0.46,9997.77,1.18,1.03,0.02,2.21
0.47,9997.76,1.19,1.03,0.02,2.21
0.48,9997.76,1.19,1.03,0.02,2.22
0.49,9997.75,1.19,1.03,0.02,2.22
0.50,9997.75,1.20,1.03,0.03,2.23
0.51,9997.74,1.20,1.03,0.03,2.23
0.52,9997.74,1.21,1.03,0.03,2.24
0.53,9997.73,1.21,1.03,0.03,2.24
0.54,9997.73,1.21,1.03,0.03,2.25
0.55,9997.72,1.22,1.03,0.03,2.25
0.56,9997.72,1.22,1.03,0.03,2.26
0.57,9997.71,1.23,1.03,0.03,2.26
0.58,9997.71,1.23,1.04,0.03,2.27
0.59,9997.70,1.23,1.04,0.03,2.27
0.60,9997.70,1.24,1.04,0.03,2.27
0.61,9997.69,1.24,1.04,0.03,2.28
0.62,9997.68,1.25,1.04,0.03,2.28
0.63,9997.68,1.25,1.04,0.03,2.29
0.64,9997.67,1.25,1.04,0.03,2.29
0.65,9997.67,1.26,1.04,0.03,2.30
0.66,9997.66,1.26,1.04,0.03,2.30
0.67,9997.66,1.27,1.04,0.03,2.31
0.68,9997.65,1.27,1.04,0.03,2.31
0.69,9997.65,1.27,1.04,0.04,2.32
0.70,9997.64,1.28,1.04,0.04,2.32
0.71,9997.64,1.28,1.04,0.04,2.33
0.72,9997.63,1.29,1.05,0.04,2.33
0.73,9997.63,1.29,1.05,0.04,2.34
0.74,9997.62,1.29,1.05,0.04,2.34
0.75,9997.62,1.30,1.05,0.04,2.34
0.76,9997.61,1.30,1.05,0.04,2.35
0.77,9997.61,1.30,1.05,0.04,2.35
0.78,9997.60,1.31,1.05,0.04,2.36
0.79,9997.60,1.31,1.05,0.04,2.36
0.80,9997.59,1.32,1.05,0.04,2.37
0.81,9997.59,1.32,1.05,0.04,2.37
0.82,9997.58,1.32,1.05,0.04,2.38
0.83,9997.57,1.33,1.05,0.04,2.38
0.84,9997.57,1.33,1.05,0.04,2.39
0.85,9997.56,1.34,1.06,0.04,2.39
0.86,9997.56,1.34,1.06,0.04,2.40
0.87,9997.55,1.34,1.06,0.04,2.40
0.88,9997.55,1.35,1.06,0.05,2.41
0.89,9997.54,1.35,1.06,0.05,2.41
0.90,9997.54,1.36,1.06,0.05,2.42
0.91,9997.53,1.36,1.06,0.05,2.42
0.92,9997.53,1.36,1.06,0.05,2.43
0.93,9997.52,1.37,1.06,0.05,2.43
0.94,9997.52,1.37,1.06,0.05,2.43
0.95,9997.51,1.38,1.06,0.05,2.44
0.96,9997.51,1.38,1.06,0.05,2.44
0.97,9997.50,1.38,1.07,0.05,2.45
0.98,9997.50,1.39,1.07,0.05,2.45
0.99,9997.49,1.39,1.07,0.05,2.46
1.00,9997.48,1.40,1.07,0.05,2.46
1.01,9997.48,1.40,1.07,0.05,2.47
1.02,9997.47,1.40,1.07,0.05,2.47
1.03,9997.47,1.41,1.07,0.05,2.48
1.04,9997.46,1.41,1.07,0.05,2.48
1.05,9997.46,1.42,1.07,0.05,2.49
1.06,9997.45,1.42,1.07,0.05,2.49
1.07,9997.45,1.42,1.07,0.06,2.50
1.08,9997.44,1.43,1.08,0.06,2.50
1.09,9997.44,1.43,1.08,0.06,2.51
1.10,9997.43,1.44,1.08,0.06,2.51
1.11,9997.43,1.44,1.08,0.06,2.52
1.12,9997.42,1.44,1.08,0.06,2.52
1.13,9997.42,1.45,1.08,0.06,2.53
1.14,9997.41,1.45,1.08,0.06,2.53
1.15,9997.40,1.45,1.08,0.06,2.54
1.16,9997.40,1.46,1.08,0.06,2.54
1.17,9997.39,1.46,1.08,0.06,2.55
1.18,9997.39,1.47,1.08,0.06,2.55
1.19,9997.38,1.47,1.09,0.06,2.56
1.20,9997.38,1.47,1.09,0.06,2.56
1.21,9997.37,1.48,1.09,0.06,2.57
1.22,9997.37,1.48,1.09,0.06,2.57
1.23,9997.36,1.49,1.09,0.06,2.58
1.24,9997.36,1.49,1.09,0.06,2.58
1.25,9997.35,1.49,1.09,0.07,2.59
1.26,9997.34,1.50,1.09,0.07,2.59
1.27,9997.34,1.50,1.09,0.07,2.59
1.28,9997.33,1.51,1.09,0.07,2.60
1.29,9997.33,1.51,1.09,0.07,2.60
1.30,9997.32,1.51,1.10,0.07,2.61
1.31,9997.32,1.52,1.10,0.07,2.61
1.32,9997.31,1.52,1.10,0.07,2.62
1.33,9997.31,1.53,1.10,0.07,2.62
1.34,9997.30,1.53,1.10,0.07,2.63
1.35,9997.30,1.53,1.10,0.07,2.63
1.36,9997.29,1.54,1.10,0.07,2.64
1.37,9997.28,1.54,1.10,0.07,2.64
1.38,9997.28,1.55,1.10,0.07,2.65
1.39,9997.27,1.55,1.10,0.07,2.65
1.40,9997.27,1.55,1.11,0.07,2.66
1.41,9997.26,1.56,1.11,0.07,2.66
1.42,9997.26,1.56,1.11,0.07,2.67
1.43,9997.25,1.57,1.11,0.07,2.67
1.44,9997.25,1.57,1.11,0.08,2.68
1.45,9997.24,1.57,1.11,0.08,2.68
1.46,9997.23,1.58,1.11,0.08,2.69
1.47,9997.23,1.58,1.11,0.08,2.69
1.48,9997.22,1.59,1.11,0.08,2.70
1.49,9997.22,1.59,1.11,0.08,2.70
1.50,9997.21,1.59,1.12,0.08,2.71
1.51,9997.21,1.60,1.12,0.08,2.71
1.52,9997.20,1.60,1.12,0.08,2.72
1.53,9997.20,1.61,1.12,0.08,2.72
1.54,9997.19,1.61,1.12,0.08,2.73
1.55,9997.18,1.61,1.12,0.08,2.73
1.56,9997.18,1.62,1.12,0.08,2.74
1.57,9997.17,1.62,1.12,0.08,2.74
1.58,9997.17,1.63,1.12,0.08,2.75
1.59,9997.16,1.63,1.12,0.08,2.75
1.60,9997.16,1.63,1.13,0.08,2.76
1.61,9997.15,1.64,1.13,0.08,2.76
1.62,9997.14,1.64,1.13,0.09,2.77
1.63,9997.14,1.65,1.13,0.09,2.77
1.64,9997.13,1.65,1.13,0.09,2.78
1.65,9997.13,1.65,1.13,0.09,2.78
1.66,9997.12,1.66,1.13,0.09,2.79
1.67,9997.12,1.66,1.13,0.09,2.79
1.68,9997.11,1.67,1.13,0.09,2.80
1.69,9997.11,1.67,1.14,0.09,2.81
1.70,9997.10,1.67,1.14,0.09,2.81
1.71,9997.09,1.68,1.14,0.09,2.82
1.72,9997.09,1.68,1.14,0.09,2.82
1.73,9997.08,1.69,1.14,0.09,2.83
1.74,9997.08,1.69,1.14,0.09,2.83
1.75,9997.07,1.69,1.14,0.09,2.84
1.76,9997.07,1.70,1.14,0.09,2.84
1.77,9997.06,1.70,1.14,0.09,2.85
1.78,9997.05,1.71,1.15,0.09,2.85
1.79,9997.05,1.71,1.15,0.10,2.86
1.80,9997.04,1.71,1.15,0.10,2.86
1.81,9997.04,1.72,1.15,0.10,2.87
1.82,9997.03,1.72,1.15,0.10,2.87
1.83,9997.03,1.73,1.15,0.10,2.88
1.84,9997.02,1.73,1.15,0.10,2.88
1.85,9997.01,1.73,1.15,0.10,2.89
1.86,9997.01,1.74,1.15,0.10,2.89
1.87,9997.00,1.74,1.16,0.10,2.90
1.88,9997.00,1.75,1.16,0.10,2.90
1.89,9996.99,1.75,1.16,0.10,2.91
1.90,9996.98,1.75,1.16,0.10,2.91
1.91,9996.98,1.76,1.16,0.10,2.92
1.92,9996.97,1.76,1.16,0.10,2.92
1.93,9996.97,1.77,1.16,0.10,2.93
1.94,9996.96,1.77,1.16,0.10,2.93
1.95,9996.96,1.77,1.17,0.10,2.94
1.96,9996.95,1.78,1.17,0.11,2.94
1.97,9996.94,1.78,1.17,0.11,2.95
1.98,9996.94,1.79,1.17,0.11,2.96
1.99,9996.93,1.79,1.17,0.11,2.96
2.00,9996.93,1.79,1.17,0.11,2.97
2.01,9996.92,1.80,1.17,0.11,2.97
2.02,9996.92,1.80,1.17,0.11,2.98
2.03,9996.91,1.81,1.18,0.11,2.98
2.04,9996.90,1.81,1.18,0.11,2.99
2.05,9996.90,1.81,1.18,0.11,2.99
2.06,9996.89,1.82,1.18,0.11,3.00
2.07,9996.89,1.82,1.18,0.11,3.00
2.08,9996.88,1.83,1.18,0.11,3.01
2.09,9996.87,1.83,1.18,0.11,3.01
2.10,9996.87,1.84,1.18,0.11,3.02
2.11,9996.86,1.84,1.18,0.11,3.02
2.12,9996.86,1.84,1.19,0.11,3.03
2.13,9996.85,1.85,1.19,0.12,3.03
2.14,9996.84,1.85,1.19,0.12,3.04
2.15,9996.84,1.86,1.19,0.12,3.05
2.16,9996.83,1.86,1.19,0.12,3.05
2.17,9996.83,1.86,1.19,0.12,3.06
2.18,9996.82,1.87,1.19,0.12,3.06
2.19,9996.81,1.87,1.20,0.12,3.07
2.20,9996.81,1.88,1.20,0.12,3.07
2.21,9996.80,1.88,1.20,0.12,3.08
2.22,9996.80,1.88,1.20,0.12,3.08
2.23,9996.79,1.89,1.20,0.12,3.09
2.24,9996.78,1.89,1.20,0.12,3.09
2.25,9996.78,1.90,1.20,0.12,3.10
2.26,9996.77,1.90,1.20,0.12,3.10
2.27,9996.77,1.90,1.21,0.12,3.11
2.28,9996.76,1.91,1.21,0.12,3.12
2.29,9996.75,1.91,1.21,0.12,3.12
2.30,9996.75,1.92,1.21,0.13,3.13
2.31,9996.74,1.92,1.21,0.13,3.13
2.32,9996.74,1.93,1.21,0.13,3.14
2.33,9996.73,1.93,1.21,0.13,3.14
2.34,9996.72,1.93,1.21,0.13,3.15
2.35,9996.72,1.94,1.22,0.13,3.15
2.36,9996.71,1.94,1.22,0.13,3.16
2.37,9996.71,1.95,1.22,0.13,3.16
2.38,9996.70,1.95,1.22,0.13,3.17
2.39,9996.69,1.95,1.22,0.13,3.18
2.40,9996.69,1.96,1.22,0.13,3.18
2.41,9996.68,1.96,1.22,0.13,3.19
2.42,9996.68,1.97,1.23,0.13,3.19
2.43,9996.67,1.97,1.23,0.13,3.20
2.44,9996.66,1.98,1.23,0.13,3.20
2.45,9996.66,1.98,1.23,0.13,3.21
2.46,9996.65,1.98,1.23,0.13,3.21
2.47,9996.64,1.99,1.23,0.14,3.22
2.48,9996.64,1.99,1.23,0.14,3.23
2.49,9996.63,2.00,1.23,0.14,3.23
2.50,9996.63,2.00,1.24,0.14,3.24
2.51,9996.62,2.00,1.24,0.14,3.24
2.52,9996.61,2.01,1.24,0.14,3.25
2.53,9996.61,2.01,1.24,0.14,3.25
2.54,9996.60,2.02,1.24,0.14,3.26
2.55,9996.60,2.02,1.24,0.14,3.26
2.56,9996.59,2.03,1.24,0.14,3.27
2.57,9996.58,2.03,1.25,0.14,3.28
2.58,9996.58,2.03,1.25,0.14,3.28
2.59,9996.57,2.04,1.25,0.14,3.29
2.60,9996.56,2.04,1.25,0.14,3.29
2.61,9996.56,2.05,1.25,0.14,3.30
2.62,9996.55,2.05,1.25,0.14,3.30
2.63,9996.55,2.05,1.25,0.15,3.31
2.64,9996.54,2.06,1.26,0.15,3.31
2.65,9996.53,2.06,1.26,0.15,3.32
2.66,9996.53,2.07,1.26,0.15,3.33
2.67,9996.52,2.07,1.26,0.15,3.33
2.68,9996.51,2.08,1.26,0.15,3.34
2.69,9996.51,2.08,1.26,0.15,3.34
2.70,9996.50,2.08,1.26,0.15,3.35
2.71,9996.49,2.09,1.27,0.15,3.35
2.72,9996.49,2.09,1.27,0.15,3.36
2.73,9996.48,2.10,1.27,0.15,3.37
2.74,9996.48,2.10,1.27,0.15,3.37
2.75,9996.47,2.11,1.27,0.15,3.38
2.76,9996.46,2.11,1.27,0.15,3.38
2.77,9996.46,2.11,1.27,0.15,3.39
2.78,9996.45,2.12,1.28,0.15,3.39
2.79,9996.44,2.12,1.28,0.16,3.40
2.80,9996.44,2.13,1.28,0.16,3.41
2.81,9996.43,2.13,1.28,0.16,3.41
2.82,9996.42,2.14,1.28,0.16,3.42
2.83,9996.42,2.14,1.28,0.16,3.42
2.84,9996.41,2.14,1.29,0.16,3.43
2.85,9996.41,2.15,1.29,0.16,3.43
2.86,9996.40,2.15,1.29,0.16,3.44
2.87,9996.39,2.16,1.29,0.16,3.45
2.88,9996.39,2.16,1.29,0.16,3.45
2.89,9996.38,2.17,1.29,0.16,3.46
2.90,9996.37,2.17,1.29,0.16,3.46
2.91,9996.37,2.17,1.30,0.16,3.47
2.92,9996.36,2.18,1.30,0.16,3.48
2.93,9996.35,2.18,1.30,0.16,3.48
2.94,9996.35,2.19,1.30,0.17,3.49
2.95,9996.34,2.19,1.30,0.17,3.49
2.96,9996.33,2.20,1.30,0.17,3.50
2.97,9996.33,2.20,1.30,0.17,3.50
2.98,9996.32,2.20,1.31,0.17,3.51
2.99,9996.32,2.21,1.31,0.17,3.52
3.00,9996.31,2.21,1.31,0.17,3.52
3.01,9996.30,2.22,1.31,0.17,3.53
3.02,9996.30,2.22,1.31,0.17,3.53
3.03,9996.29,2.23,1.31,0.17,3.54
3.04,9996.28,2.23,1.32,0.17,3.55
3.05,9996.28,2.23,1.32,0.17,3.55
3.06,9996.27,2.24,1.32,0.17,3.56
3.07,9996.26,2.24,1.32,0.17,3.56
3.08,9996.26,2.25,1.32,0.17,3.57
3.09,9996.25,2.25,1.32,0.18,3.58
3.10,9996.24,2.26,1.33,0.18,3.58
3.11,9996.24,2.26,1.33,0.18,3.59
3.12,9996.23,2.26,1.33,0.18,3.59
3.13,9996.22,2.27,1.33,0.18,3.60
3.14,9996.22,2.27,1.33,0.18,3.61
3.15,9996.21,2.28,1.33,0.18,3.61
3.16,9996.20,2.28,1.33,0.18,3.62
3.17,9996.20,2.29,1.34,0.18,3.62
3.18,9996.19,2.29,1.34,0.18,3.63
3.19,9996.18,2.30,1.34,0.18,3.64
3.20,9996.18,2.30,1.34,0.18,3.64
3.21,9996.17,2.30,1.34,0.18,3.65
3.22,9996.16,2.31,1.34,0.18,3.65
3.23,9996.16,2.31,1.35,0.18,3.66
3.24,9996.15,2.32,1.35,0.19,3.67
3.25,9996.14,2.32,1.35,0.19,3.67
3.26,9996.14,2.33,1.35,0.19,3.68
3.27,9996.13,2.33,1.35,0.19,3.68
3.28,9996.12,2.34,1.35,0.19,3.69
3.29,9996.12,2.34,1.36,0.19,3.70
3.30,9996.11,2.34,1.36,0.19,3.70
3.31,9996.10,2.35,1.36,0.19,3.71
3.32,9996.10,2.35,1.36,0.19,3.71
3.33,9996.09,2.36,1.36,0.19,3.72
3.34,9996.08,2.36,1.36,0.19,3.73
3.35,9996.07,2.37,1.37,0.19,3.73
3.36,9996.07,2.37,1.37,0.19,3.74
3.37,9996.06,2.38,1.37,0.19,3.75
3.38,9996.05,2.38,1.37,0.19,3.75
3.39,9996.05,2.38,1.37,0.20,3.76
3.40,9996.04,2.39,1.37,0.20,3.76
3.41,9996.03,2.39,1.38,0.20,3.77
3.42,9996.03,2.40,1.38,0.20,3.78
3.43,9996.02,2.40,1.38,0.20,3.78
3.44,9996.01,2.41,1.38,0.20,3.79
3.45,9996.01,2.41,1.38,0.20,3.79
3.46,9996.00,2.42,1.38,0.20,3.80
3.47,9995.99,2.42,1.39,0.20,3.81
3.48,9995.99,2.42,1.39,0.20,3.81
3.49,9995.98,2.43,1.39,0.20,3.82
3.50,9995.97,2.43,1.39,0.20,3.83
3.51,9995.96,2.44,1.39,0.20,3.83
3.52,9995.96,2.44,1.40,0.20,3.84
3.53,9995.95,2.45,1.40,0.21,3.84
3.54,9995.94,2.45,1.40,0.21,3.85
3.55,9995.94,2.46,1.40,0.21,3.86
3.56,9995.93,2.46,1.40,0.21,3.86
3.57,9995.92,2.47,1.40,0.21,3.87
3.58,9995.92,2.47,1.41,0.21,3.88
3.59,9995.91,2.47,1.41,0.21,3.88
3.60,9995.90,2.48,1.41,0.21,3.89
3.61,9995.89,2.48,1.41,0.21,3.90
3.62,9995.89,2.49,1.41,0.21,3.90
3.63,9995.88,2.49,1.41,0.21,3.91
3.64,9995.87,2.50,1.42,0.21,3.91
3.65,9995.87,2.50,1.42,0.21,3.92
3.66,9995.86,2.51,1.42,0.21,3.93
3.67,9995.85,2.51,1.42,0.21,3.93
3.68,9995.84,2.52,1.42,0.22,3.94
3.69,9995.84,2.52,1.43,0.22,3.95
3.70,9995.83,2.53,1.43,0.22,3.95
3.71,9995.82,2.53,1.43,0.22,3.96
3.72,9995.82,2.53,1.43,0.22,3.97
3.73,9995.81,2.54,1.43,0.22,3.97
3.74,9995.80,2.54,1.43,0.22,3.98
3.75,9995.79,2.55,1.44,0.22,3.98
3.76,9995.79,2.55,1.44,0.22,3.99
3.77,9995.78,2.56,1.44,0.22,4.00
3.78,9995.77,2.56,1.44,0.22,4.00
3.79,9995.77,2.57,1.44,0.22,4.01
3.80,9995.76,2.57,1.45,0.22,4.02
3.81,9995.75,2.58,1.45,0.22,4.02
3.82,9995.74,2.58,1.45,0.23,4.03
3.83,9995.74,2.59,1.45,0.23,4.04
3.84,9995.73,2.59,1.45,0.23,4.04
3.85,9995.72,2.59,1.45,0.23,4.05
3.86,9995.72,2.60,1.46,0.23,4.06
3.87,9995.71,2.60,1.46,0.23,4.06
3.88,9995.70,2.61,1.46,0.23,4.07
3.89,9995.69,2.61,1.46,0.23,4.08
3.90,9995.69,2.62,1.46,0.23,4.08
3.91,9995.68,2.62,1.47,0.23,4.09
3.92,9995.67,2.63,1.47,0.23,4.10
3.93,9995.66,2.63,1.47,0.23,4.10
3.94,9995.66,2.64,1.47,0.23,4.11
3.95,9995.65,2.64,1.47,0.24,4.12
3.96,9995.64,2.65,1.48,0.24,4.12
3.97,9995.63,2.65,1.48,0.24,4.13
3.98,9995.63,2.66,1.48,0.24,4.14
3.99,9995.62,2.66,1.48,0.24,4.14
4.00,9995.61,2.67,1.48,0.24,4.15
4.01,9995.61,2.67,1.49,0.24,4.16
4.02,9995.60,2.67,1.49,0.24,4.16
4.03,9995.59,2.68,1.49,0.24,4.17
4.04,9995.58,2.68,1.49,0.24,4.18
4.05,9995.58,2.69,1.49,0.24,4.18
4.06,9995.57,2.69,1.49,0.24,4.19
4.07,9995.56,2.70,1.50,0.24,4.20
4.08,9995.55,2.70,1.50,0.24,4.20
4.09,9995.55,2.71,1.50,0.25,4.21
4.10,9995.54,2.71,1.50,0.25,4.22
4.11,9995.53,2.72,1.50,0.25,4.22
4.12,9995.52,2.72,1.51,0.25,4.23
4.13,9995.52,2.73,1.51,0.25,4.24
4.14,9995.51,2.73,1.51,0.25,4.24
4.15,9995.50,2.74,1.51,0.25,4.25
4.16,9995.49,2.74,1.51,0.25,4.26
4.17,9995.49,2.75,1.52,0.25,4.26
4.18,9995.48,2.75,1.52,0.25,4.27
4.19,9995.47,2.76,1.52,0.25,4.28
4.20,9995.46,2.76,1.52,0.25,4.28
4.21,9995.45,2.77,1.52,0.25,4.29
4.22,9995.45,2.77,1.53,0.26,4.30
4.23,9995.44,2.78,1.53,0.26,4.30
4.24,9995.43,2.78,1.53,0.26,4.31
4.25,9995.42,2.79,1.53,0.26,4.32
4.26,9995.42,2.79,1.53,0.26,4.32
4.27,9995.41,2.80,1.54,0.26,4.33
4.28,9995.40,2.80,1.54,0.26,4.34
4.29,9995.39,2.81,1.54,0.26,4.35
4.30,9995.39,2.81,1.54,0.26,4.35
4.31,9995.38,2.81,1.54,0.26,4.36
4.32,9995.37,2.82,1.55,0.26,4.37
4.33,9995.36,2.82,1.55,0.26,4.37
4.34,9995.35,2.83,1.55,0.26,4.38
4.35,9995.35,2.83,1.55,0.27,4.39
4.36,9995.34,2.84,1.55,0.27,4.39
4.37,9995.33,2.84,1.56,0.27,4.40
4.38,9995.32,2.85,1.56,0.27,4.41
4.39,9995.32,2.85,1.56,0.27,4.42
4.40,9995.31,2.86,1.56,0.27,4.42
4.41,9995.30,2.86,1.57,0.27,4.43
4.42,9995.29,2.87,1.57,0.27,4.44
4.43,9995.28,2.87,1.57,0.27,4.44
4.44,9995.28,2.88,1.57,0.27,4.45
4.45,9995.27,2.88,1.57,0.27,4.46
4.46,9995.26,2.89,1.58,0.27,4.46
4.47,9995.25,2.89,1.58,0.27,4.47
4.48,9995.25,2.90,1.58,0.28,4.48
4.49,9995.24,2.90,1.58,0.28,4.49
4.50,9995.23,2.91,1.58,0.28,4.49
4.51,9995.22,2.91,1.59,0.28,4.50
4.52,9995.21,2.92,1.59,0.28,4.51
4.53,9995.21,2.92,1.59,0.28,4.51
4.54,9995.20,2.93,1.59,0.28,4.52
4.55,9995.19,2.93,1.59,0.28,4.53
4.56,9995.18,2.94,1.60,0.28,4.54
4.57,9995.17,2.94,1.60,0.28,4.54
4.58,9995.17,2.95,1.60,0.28,4.55
4.59,9995.16,2.95,1.60,0.28,4.56
4.60,9995.15,2.96,1.61,0.29,4.56
4.61,9995.14,2.96,1.61,0.29,4.57
4.62,9995.13,2.97,1.61,0.29,4.58
4.63,9995.13,2.97,1.61,0.29,4.59
4.64,9995.12,2.98,1.61,0.29,4.59
4.65,9995.11,2.98,1.62,0.29,4.60
4.66,9995.10,2.99,1.62,0.29,4.61
4.67,9995.09,2.99,1.62,0.29,4.62
4.68,9995.09,3.00,1.62,0.29,4.62
4.69,9995.08,3.01,1.63,0.29,4.63
4.70,9995.07,3.01,1.63,0.29,4.64
4.71,9995.06,3.02,1.63,0.29,4.64
4.72,9995.05,3.02,1.63,0.29,4.65
4.73,9995.04,3.03,1.63,0.30,4.66
4.74,9995.04,3.03,1.64,0.30,4.67
4.75,9995.03,3.04,1.64,0.30,4.67
4.76,9995.02,3.04,1.64,0.30,4.68
4.77,9995.01,3.05,1.64,0.30,4.69
4.78,9995.00,3.05,1.64,0.30,4.70
4.79,9995.00,3.06,1.65,0.30,4.70
4.80,9994.99,3.06,1.65,0.30,4.71
4.81,9994.98,3.07,1.65,0.30,4.72
4.82,9994.97,3.07,1.65,0.30,4.73
4.83,9994.96,3.08,1.66,0.30,4.73
4.84,9994.95,3.08,1.66,0.30,4.74
4.85,9994.95,3.09,1.66,0.31,4.75
4.86,9994.94,3.09,1.66,0.31,4.76
4.87,9994.93,3.10,1.67,0.31,4.76
4.88,9994.92,3.10,1.67,0.31,4.77
4.89,9994.91,3.11,1.67,0.31,4.78
4.90,9994.90,3.11,1.67,0.31,4.79
4.91,9994.90,3.12,1.67,0.31,4.79
4.92,9994.89,3.12,1.68,0.31,4.80
4.93,9994.88,3.13,1.68,0.31,4.81
4.94,9994.87,3.13,1.68,0.31,4.82
4.95,9994.86,3.14,1.68,0.31,4.82
4.96,9994.85,3.15,1.69,0.31,4.83
4.97,9994.85,3.15,1.69,0.32,4.84
4.98,9994.84,3.16,1.69,0.32,4.85
4.99,9994.83,3.16,1.69,0.32,4.85
5.00,9994.82,3.17,1.69,0.32,4.86
5.01,9994.81,3.17,1.70,0.32,4.87
5.02,9994.80,3.18,1.70,0.32,4.88
5.03,9994.80,3.18,1.70,0.32,4.88
5.04,9994.79,3.19,1.70,0.32,4.89
5.05,9994.78,3.19,1.71,0.32,4.90
5.06,9994.77,3.20,1.71,0.32,4.91
5.07,9994.76,3.20,1.71,0.32,4.91
5.08,9994.75,3.21,1.71,0.32,4.92
5.09,9994.74,3.21,1.72,0.33,4.93
5.10,9994.74,3.22,1.72,0.33,4.94
5.11,9994.73,3.23,1.72,0.33,4.95
5.12,9994.72,3.23,1.72,0.33,4.95
5.13,9994.71,3.24,1.73,0.33,4.96
5.14,9994.70,3.24,1.73,0.33,4.97
5.15,9994.69,3.25,1.73,0.33,4.98
5.16,9994.68,3.25,1.73,0.33,4.98
5.17,9994.67,3.26,1.73,0.33,4.99
5.18,9994.67,3.26,1.74,0.33,5.00
5.19,9994.66,3.27,1.74,0.33,5.01
5.20,9994.65,3.27,1.74,0.34,5.02
5.21,9994.64,3.28,1.74,0.34,5.02
5.22,9994.63,3.28,1.75,0.34,5.03
5.23,9994.62,3.29,1.75,0.34,5.04
5.24,9994.61,3.30,1.75,0.34,5.05
5.25,9994.61,3.30,1.75,0.34,5.06
5.26,9994.60,3.31,1.76,0.34,5.06
5.27,9994.59,3.31,1.76,0.34,5.07
5.28,9994.58,3.32,1.76,0.34,5.08
5.29,9994.57,3.32,1.76,0.34,5.09
5.30,9994.56,3.33,1.77,0.34,5.09
5.31,9994.55,3.33,1.77,0.34,5.10
5.32,9994.54,3.34,1.77,0.35,5.11
5.33,9994.53,3.34,1.77,0.35,5.12
5.34,9994.53,3.35,1.78,0.35,5.13
5.35,9994.52,3.36,1.78,0.35,5.13
5.36,9994.51,3.36,1.78,0.35,5.14
5.37,9994.50,3.37,1.78,0.35,5.15
5.38,9994.49,3.37,1.79,0.35,5.16
5.39,9994.48,3.38,1.79,0.35,5.17
5.40,9994.47,3.38,1.79,0.35,5.17
5.41,9994.46,3.39,1.79,0.35,5.18
5.42,9994.45,3.39,1.80,0.35,5.19
5.43,9994.45,3.40,1.80,0.36,5.20
5.44,9994.44,3.41,1.80,0.36,5.21
5.45,9994.43,3.41,1.80,0.36,5.22
5.46,9994.42,3.42,1.81,0.36,5.22
5.47,9994.41,3.42,1.81,0.36,5.23
5.48,9994.40,3.43,1.81,0.36,5.24
5.49,9994.39,3.43,1.81,0.36,5.25
5.50,9994.38,3.44,1.82,0.36,5.26
5.51,9994.37,3.45,1.82,0.36,5.26
5.52,9994.36,3.45,1.82,0.36,5.27
5.53,9994.36,3.46,1.82,0.36,5.28
5.54,9994.35,3.46,1.83,0.37,5.29
5.55,9994.34,3.47,1.83,0.37,5.30
5.56,9994.33,3.47,1.83,0.37,5.30
5.57,9994.32,3.48,1.83,0.37,5.31
