Time,Susceptible,Infectious,Recovered
40.1000,0.2675,0.2092,0.5233
40.1100,0.2673,0.2091,0.5235
40.1200,0.2672,0.2090,0.5238
40.1300,0.2671,0.2090,0.5240
40.1400,0.2669,0.2089,0.5242
40.1500,0.2668,0.2088,0.5244
40.1600,0.2666,0.2088,0.5246
40.1700,0.2665,0.2087,0.5248
40.1800,0.2664,0.2086,0.5250
40.1900,0.2662,0.2086,0.5252
40.2000,0.2661,0.2085,0.5254
40.2100,0.2659,0.2084,0.5256
40.2200,0.2658,0.2083,0.5258
40.2300,0.2657,0.2083,0.5261
40.2400,0.2655,0.2082,0.5263
40.2500,0.2654,0.2081,0.5265
40.2600,0.2653,0.2081,0.5267
40.2700,0.2651,0.2080,0.5269
40.2800,0.2650,0.2079,0.5271
40.2900,0.2648,0.2079,0.5273
40.3000,0.2647,0.2078,0.5275
40.3100,0.2646,0.2077,0.5277
40.3200,0.2644,0.2076,0.5279
40.3300,0.2643,0.2076,0.5281
40.3400,0.2642,0.2075,0.5283
40.3500,0.2640,0.2074,0.5285
40.3600,0.2639,0.2074,0.5288
40.3700,0.2637,0.2073,0.5290
40.3800,0.2636,0.2072,0.5292
40.3900,0.2635,0.2071,0.5294
40.4000,0.2633,0.2071,0.5296
40.4100,0.2632,0.2070,0.5298
40.4200,0.2631,0.2069,0.5300
40.4300,0.2629,0.2069,0.5302
40.4400,0.2628,0.2068,0.5304
40.4500,0.2627,0.2067,0.5306
40.4600,0.2625,0.2067,0.5308
40.4700,0.2624,0.2066,0.5310
40.4800,0.2622,0.2065,0.5312
40.4900,0.2621,0.2064,0.5314
40.5000,0.2620,0.2064,0.5317
40.5100,0.2618,0.2063,0.5319
40.5200,0.2617,0.2062,0.5321
40.5300,0.2616,0.2062,0.5323
40.5400,0.2614,0.2061,0.5325
40.5500,0.2613,0.2060,0.5327
40.5600,0.2612,0.2059,0.5329
40.5700,0.2610,0.2059,0.5331
40.5800,0.2609,0.2058,0.5333
40.5900,0.2608,0.2057,0.5335
40.6000,0.2606,0.2057,0.5337
40.6100,0.2605,0.2056,0.5339
40.6200,0.2604,0.2055,0.5341
40.6300,0.2602,0.2054,0.5343
40.6400,0.2601,0.2054,0.5345
40.6500,0.2600,0.2053,0.5347
40.6600,0.2598,0.2052,0.5349
40.6700,0.2597,0.2052,0.5352
40.6800,0.2596,0.2051,0.5354
40.6900,0.2594,0.2050,0.5356
40.7000,0.2593,0.2049,0.5358
40.7100,0.2592,0.2049,0.5360
40.7200,0.2590,0.2048,0.5362
40.7300,0.2589,0.2047,0.5364
40.7400,0.2588,0.2046,0.5366
40.7500,0.2586,0.2046,0.5368
40.7600,0.2585,0.2045,0.5370
40.7700,0.2584,0.2044,0.5372
40.7800,0.2582,0.2044,0.5374
40.7900,0.2581,0.2043,0.5376
40.8000,0.2580,0.2042,0.5378
40.8100,0.2578,0.2041,0.5380
40.8200,0.2577,0.2041,0.5382
40.8300,0.2576,0.2040,0.5384
40.8400,0.2574,0.2039,0.5386
40.8500,0.2573,0.2039,0.5388
40.8600,0.2572,0.2038,0.5390
40.8700,0.2571,0.2037,0.5392
40.8800,0.2569,0.2036,0.5394
40.8900,0.2568,0.2036,0.5396
40.9000,0.2567,0.2035,0.5399
40.9100,0.2565,0.2034,0.5401
40.9200,0.2564,0.2033,0.5403
40.9300,0.2563,0.2033,0.5405
40.9400,0.2561,0.2032,0.5407
40.9500,0.2560,0.2031,0.5409
40.9600,0.2559,0.2030,0.5411
40.9700,0.2558,0.2030,0.5413
40.9800,0.2556,0.2029,0.5415
40.9900,0.2555,0.2028,0.5417
41.0000,0.2554,0.2028,0.5419
41.0100,0.2552,0.2027,0.5421
41.0200,0.2551,0.2026,0.5423
41.0300,0.2550,0.2025,0.5425
41.0400,0.2548,0.2025,0.5427
41.0500,0.2547,0.2024,0.5429
41.0600,0.2546,0.2023,0.5431
41.0700,0.2545,0.2022,0.5433
41.0800,0.2543,0.2022,0.5435
41.0900,0.2542,0.2021,0.5437
41.1000,0.2541,0.2020,0.5439
41.1100,0.2539,0.2019,0.5441
41.1200,0.2538,0.2019,0.5443
41.1300,0.2537,0.2018,0.5445
41.1400,0.2536,0.2017,0.5447
41.1500,0.2534,0.2017,0.5449
41.1600,0.2533,0.2016,0.5451
41.1700,0.2532,0.2015,0.5453
41.1800,0.2530,0.2014,0.5455
41.1900,0.2529,0.2014,0.5457
41.2000,0.2528,0.2013,0.5459
41.2100,0.2527,0.2012,0.5461
41.2200,0.2525,0.2011,0.5463
41.2300,0.2524,0.2011,0.5465
41.2400,0.2523,0.2010,0.5467
41.2500,0.2522,0.2009,0.5469
41.2600,0.2520,0.2008,0.5471
41.2700,0.2519,0.2008,0.5473
41.2800,0.2518,0.2007,0.5475
41.2900,0.2517,0.2006,0.5477
41.3000,0.2515,0.2005,0.5479
41.3100,0.2514,0.2005,0.5481
41.3200,0.2513,0.2004,0.5483
41.3300,0.2511,0.2003,0.5485
41.3400,0.2510,0.2002,0.5487
41.3500,0.2509,0.2002,0.5489
41.3600,0.2508,0.2001,0.5491
41.3700,0.2506,0.2000,0.5493
41.3800,0.2505,0.1999,0.5495
41.3900,0.2504,0.1999,0.5497
41.4000,0.2503,0.1998,0.5499
41.4100,0.2501,0.1997,0.5501
41.4200,0.2500,0.1996,0.5503
41.4300,0.2499,0.1996,0.5505
41.4400,0.2498,0.1995,0.5507
41.4500,0.2496,0.1994,0.5509
41.4600,0.2495,0.1993,0.5511
41.4700,0.2494,0.1993,0.5513
41.4800,0.2493,0.1992,0.5515
41.4900,0.2491,0.1991,0.5517
41.5000,0.2490,0.1990,0.5519
41.5100,0.2489,0.1990,0.5521
41.5200,0.2488,0.1989,0.5523
41.5300,0.2487,0.1988,0.5525
41.5400,0.2485,0.1987,0.5527
41.5500,0.2484,0.1987,0.5529
41.5600,0.2483,0.1986,0.5531
41.5700,0.2482,0.1985,0.5533
41.5800,0.2480,0.1984,0.5535
41.5900,0.2479,0.1984,0.5537
41.6000,0.2478,0.1983,0.5539
41.6100,0.2477,0.1982,0.5541
41.6200,0.2475,0.1981,0.5543
41.6300,0.2474,0.1981,0.5545
41.6400,0.2473,0.1980,0.5547
41.6500,0.2472,0.1979,0.5549
41.6600,0.2471,0.1978,0.5551
41.6700,0.2469,0.1978,0.5553
41.6800,0.2468,0.1977,0.5555
41.6900,0.2467,0.1976,0.5557
41.7000,0.2466,0.1975,0.5559
41.7100,0.2464,0.1975,0.5561
41.7200,0.2463,0.1974,0.5563
41.7300,0.2462,0.1973,0.5565
41.7400,0.2461,0.1972,0.5567
41.7500,0.2460,0.1972,0.5569
41.7600,0.2458,0.1971,0.5571
41.7700,0.2457,0.1970,0.5573
41.7800,0.2456,0.1969,0.5575
41.7900,0.2455,0.1969,0.5577
41.8000,0.2454,0.1968,0.5579
41.8100,0.2452,0.1967,0.5581
41.8200,0.2451,0.1966,0.5583
41.8300,0.2450,0.1965,0.5585
41.8400,0.2449,0.1965,0.5587
41.8500,0.2448,0.1964,0.5589
41.8600,0.2446,0.1963,0.5590
41.8700,0.2445,0.1962,0.5592
41.8800,0.2444,0.1962,0.5594
41.8900,0.2443,0.1961,0.5596
41.9000,0.2442,0.1960,0.5598
41.9100,0.2440,0.1959,0.5600
41.9200,0.2439,0.1959,0.5602
41.9300,0.2438,0.1958,0.5604
41.9400,0.2437,0.1957,0.5606
41.9500,0.2436,0.1956,0.5608
41.9600,0.2434,0.1956,0.5610
41.9700,0.2433,0.1955,0.5612
41.9800,0.2432,0.1954,0.5614
41.9900,0.2431,0.1953,0.5616
42.0000,0.2430,0.1952,0.5618
42.0100,0.2428,0.1952,0.5620
42.0200,0.2427,0.1951,0.5622
42.0300,0.2426,0.1950,0.5624
42.0400,0.2425,0.1949,0.5626
42.0500,0.2424,0.1949,0.5628
42.0600,0.2423,0.1948,0.5630
42.0700,0.2421,0.1947,0.5632
42.0800,0.2420,0.1946,0.5633
42.0900,0.2419,0.1946,0.5635
42.1000,0.2418,0.1945,0.5637
42.1100,0.2417,0.1944,0.5639
42.1200,0.2415,0.1943,0.5641
42.1300,0.2414,0.1943,0.5643
42.1400,0.2413,0.1942,0.5645
42.1500,0.2412,0.1941,0.5647
42.1600,0.2411,0.1940,0.5649
42.1700,0.2410,0.1939,0.5651
42.1800,0.2408,0.1939,0.5653
42.1900,0.2407,0.1938,0.5655
42.2000,0.2406,0.1937,0.5657
42.2100,0.2405,0.1936,0.5659
42.2200,0.2404,0.1936,0.5661
42.2300,0.2403,0.1935,0.5663
42.2400,0.2401,0.1934,0.5665
42.2500,0.2400,0.1933,0.5666
42.2600,0.2399,0.1932,0.5668
42.2700,0.2398,0.1932,0.5670
42.2800,0.2397,0.1931,0.5672
42.2900,0.2396,0.1930,0.5674
42.3000,0.2394,0.1929,0.5676
42.3100,0.2393,0.1929,0.5678
42.3200,0.2392,0.1928,0.5680
42.3300,0.2391,0.1927,0.5682
42.3400,0.2390,0.1926,0.5684
42.3500,0.2389,0.1926,0.5686
42.3600,0.2388,0.1925,0.5688
42.3700,0.2386,0.1924,0.5690
42.3800,0.2385,0.1923,0.5692
42.3900,0.2384,0.1922,0.5693
42.4000,0.2383,0.1922,0.5695
42.4100,0.2382,0.1921,0.5697
42.4200,0.2381,0.1920,0.5699
42.4300,0.2380,0.1919,0.5701
42.4400,0.2378,0.1919,0.5703
42.4500,0.2377,0.1918,0.5705
42.4600,0.2376,0.1917,0.5707
42.4700,0.2375,0.1916,0.5709
42.4800,0.2374,0.1915,0.5711
42.4900,0.2373,0.1915,0.5713
42.5000,0.2372,0.1914,0.5715
42.5100,0.2370,0.1913,0.5716
42.5200,0.2369,0.1912,0.5718
42.5300,0.2368,0.1912,0.5720
42.5400,0.2367,0.1911,0.5722
42.5500,0.2366,0.1910,0.5724
42.5600,0.2365,0.1909,0.5726
42.5700,0.2364,0.1908,0.5728
42.5800,0.2363,0.1908,0.5730
42.5900,0.2361,0.1907,0.5732
42.6000,0.2360,0.1906,0.5734
42.6100,0.2359,0.1905,0.5736
42.6200,0.2358,0.1904,0.5737
42.6300,0.2357,0.1904,0.5739
42.6400,0.2356,0.1903,0.5741
42.6500,0.2355,0.1902,0.5743
42.6600,0.2354,0.1901,0.5745
42.6700,0.2352,0.1901,0.5747
42.6800,0.2351,0.1900,0.5749
42.6900,0.2350,0.1899,0.5751
42.7000,0.2349,0.1898,0.5753
42.7100,0.2348,0.1897,0.5755
42.7200,0.2347,0.1897,0.5757
42.7300,0.2346,0.1896,0.5758
42.7400,0.2345,0.1895,0.5760
42.7500,0.2344,0.1894,0.5762
42.7600,0.2342,0.1894,0.5764
42.7700,0.2341,0.1893,0.5766
42.7800,0.2340,0.1892,0.5768
42.7900,0.2339,0.1891,0.5770
42.8000,0.2338,0.1890,0.5772
42.8100,0.2337,0.1890,0.5774
42.8200,0.2336,0.1889,0.5775
42.8300,0.2335,0.1888,0.5777
42.8400,0.2334,0.1887,0.5779
42.8500,0.2332,0.1886,0.5781
42.8600,0.2331,0.1886,0.5783
42.8700,0.2330,0.1885,0.5785
42.8800,0.2329,0.1884,0.5787
42.8900,0.2328,0.1883,0.5789
42.9000,0.2327,0.1883,0.5791
42.9100,0.2326,0.1882,0.5792
42.9200,0.2325,0.1881,0.5794
42.9300,0.2324,0.1880,0.5796
42.9400,0.2323,0.1879,0.5798
42.9500,0.2321,0.1879,0.5800
42.9600,0.2320,0.1878,0.5802
42.9700,0.2319,0.1877,0.5804
42.9800,0.2318,0.1876,0.5806
42.9900,0.2317,0.1875,0.5807
43.0000,0.2316,0.1875,0.5809
43.0100,0.2315,0.1874,0.5811
43.0200,0.2314,0.1873,0.5813
43.0300,0.2313,0.1872,0.5815
43.0400,0.2312,0.1871,0.5817
43.0500,0.2311,0.1871,0.5819
43.0600,0.2310,0.1870,0.5821
43.0700,0.2308,0.1869,0.5822
43.0800,0.2307,0.1868,0.5824
43.0900,0.2306,0.1868,0.5826
43.1000,0.2305,0.1867,0.5828
43.1100,0.2304,0.1866,0.5830
43.1200,0.2303,0.1865,0.5832
43.1300,0.2302,0.1864,0.5834
43.1400,0.2301,0.1864,0.5835
43.1500,0.2300,0.1863,0.5837
43.1600,0.2299,0.1862,0.5839
43.1700,0.2298,0.1861,0.5841
43.1800,0.2297,0.1860,0.5843
43.1900,0.2296,0.1860,0.5845
43.2000,0.2295,0.1859,0.5847
43.2100,0.2293,0.1858,0.5849
43.2200,0.2292,0.1857,0.5850
43.2300,0.2291,0.1856,0.5852
43.2400,0.2290,0.1856,0.5854
43.2500,0.2289,0.1855,0.5856
43.2600,0.2288,0.1854,0.5858
43.2700,0.2287,0.1853,0.5860
43.2800,0.2286,0.1852,0.5862
43.2900,0.2285,0.1852,0.5863
43.3000,0.2284,0.1851,0.5865
43.3100,0.2283,0.1850,0.5867
43.3200,0.2282,0.1849,0.5869
43.3300,0.2281,0.1848,0.5871
43.3400,0.2280,0.1848,0.5873
43.3500,0.2279,0.1847,0.5874
43.3600,0.2278,0.1846,0.5876
43.3700,0.2277,0.1845,0.5878
43.3800,0.2275,0.1845,0.5880
43.3900,0.2274,0.1844,0.5882
43.4000,0.2273,0.1843,0.5884
43.4100,0.2272,0.1842,0.5886
43.4200,0.2271,0.1841,0.5887
43.4300,0.2270,0.1841,0.5889
43.4400,0.2269,0.1840,0.5891
43.4500,0.2268,0.1839,0.5893
43.4600,0.2267,0.1838,0.5895
43.4700,0.2266,0.1837,0.5897
43.4800,0.2265,0.1837,0.5898
43.4900,0.2264,0.1836,0.5900
43.5000,0.2263,0.1835,0.5902
43.5100,0.2262,0.1834,0.5904
43.5200,0.2261,0.1833,0.5906
43.5300,0.2260,0.1833,0.5908
43.5400,0.2259,0.1832,0.5909
43.5500,0.2258,0.1831,0.5911
43.5600,0.2257,0.1830,0.5913
43.5700,0.2256,0.1829,0.5915
43.5800,0.2255,0.1829,0.5917
43.5900,0.2254,0.1828,0.5919
43.6000,0.2253,0.1827,0.5920
43.6100,0.2252,0.1826,0.5922
43.6200,0.2251,0.1825,0.5924
43.6300,0.2250,0.1825,0.5926
43.6400,0.2249,0.1824,0.5928
43.6500,0.2247,0.1823,0.5930
43.6600,0.2246,0.1822,0.5931
43.6700,0.2245,0.1821,0.5933
43.6800,0.2244,0.1821,0.5935
43.6900,0.2243,0.1820,0.5937
43.7000,0.2242,0.1819,0.5939
43.7100,0.2241,0.1818,0.5940
43.7200,0.2240,0.1817,0.5942
43.7300,0.2239,0.1817,0.5944
43.7400,0.2238,0.1816,0.5946
43.7500,0.2237,0.1815,0.5948
43.7600,0.2236,0.1814,0.5950
43.7700,0.2235,0.1813,0.5951
43.7800,0.2234,0.1813,0.5953
43.7900,0.2233,0.1812,0.5955
43.8000,0.2232,0.1811,0.5957
43.8100,0.2231,0.1810,0.5959
43.8200,0.2230,0.1809,0.5960
43.8300,0.2229,0.1809,0.5962
43.8400,0.2228,0.1808,0.5964
43.8500,0.2227,0.1807,0.5966
43.8600,0.2226,0.1806,0.5968
43.8700,0.2225,0.1805,0.5969
43.8800,0.2224,0.1805,0.5971
43.8900,0.2223,0.1804,0.5973
43.9000,0.2222,0.1803,0.5975
43.9100,0.2221,0.1802,0.5977
43.9200,0.2220,0.1801,0.5978
43.9300,0.2219,0.1801,0.5980
43.9400,0.2218,0.1800,0.5982
43.9500,0.2217,0.1799,0.5984
43.9600,0.2216,0.1798,0.5986
43.9700,0.2215,0.1797,0.5987
43.9800,0.2214,0.1797,0.5989
43.9900,0.2213,0.1796,0.5991
44.0000,0.2212,0.1795,0.5993
44.0100,0.2211,0.1794,0.5995
44.0200,0.2210,0.1793,0.5996
44.0300,0.2209,0.1793,0.5998
44.0400,0.2208,0.1792,0.6000
44.0500,0.2207,0.1791,0.6002
44.0600,0.2206,0.1790,0.6004
44.0700,0.2205,0.1789,0.6005
44.0800,0.2204,0.1789,0.6007
44.0900,0.2203,0.1788,0.6009
44.1000,0.2202,0.1787,0.6011
44.1100,0.2201,0.1786,0.6013
44.1200,0.2200,0.1785,0.6014
44.1300,0.2199,0.1785,0.6016
44.1400,0.2198,0.1784,0.6018
44.1500,0.2197,0.1783,0.6020
44.1600,0.2196,0.1782,0.6021
44.1700,0.2195,0.1781,0.6023
44.1800,0.2194,0.1781,0.6025
44.1900,0.2193,0.1780,0.6027
44.2000,0.2192,0.1779,0.6029
44.2100,0.2192,0.1778,0.6030
44.2200,0.2191,0.1777,0.6032
44.2300,0.2190,0.1777,0.6034
44.2400,0.2189,0.1776,0.6036
44.2500,0.2188,0.1775,0.6037
44.2600,0.2187,0.1774,0.6039
44.2700,0.2186,0.1773,0.6041
44.2800,0.2185,0.1772,0.6043
44.2900,0.2184,0.1772,0.6045
44.3000,0.2183,0.1771,0.6046
44.3100,0.2182,0.1770,0.6048
44.3200,0.2181,0.1769,0.6050
44.3300,0.2180,0.1768,0.6052
44.3400,0.2179,0.1768,0.6053
44.3500,0.2178,0.1767,0.6055
44.3600,0.2177,0.1766,0.6057
44.3700,0.2176,0.1765,0.6059
44.3800,0.2175,0.1764,0.6060
44.3900,0.2174,0.1764,0.6062
44.4000,0.2173,0.1763,0.6064
44.4100,0.2172,0.1762,0.6066
44.4200,0.2171,0.1761,0.6068
44.4300,0.2170,0.1760,0.6069
44.4400,0.2169,0.1760,0.6071
44.4500,0.2168,0.1759,0.6073
44.4600,0.2167,0.1758,0.6075
44.4700,0.2166,0.1757,0.6076
44.4800,0.2166,0.1756,0.6078
44.4900,0.2165,0.1756,0.6080
44.5000,0.2164,0.1755,0.6082
44.5100,0.2163,0.1754,0.6083
44.5200,0.2162,0.1753,0.6085
44.5300,0.2161,0.1752,0.6087
44.5400,0.2160,0.1752,0.6089
44.5500,0.2159,0.1751,0.6090
44.5600,0.2158,0.1750,0.6092
44.5700,0.2157,0.1749,0.6094
44.5800,0.2156,0.1748,0.6096
44.5900,0.2155,0.1748,0.6097
44.6000,0.2154,0.1747,0.6099
44.6100,0.2153,0.1746,0.6101
44.6200,0.2152,0.1745,0.6103
44.6300,0.2151,0.1744,0.6104
44.6400,0.2150,0.1744,0.6106
44.6500,0.2149,0.1743,0.6108
44.6600,0.2149,0.1742,0.6110
44.6700,0.2148,0.1741,0.6111
44.6800,0.2147,0.1740,0.6113
44.6900,0.2146,0.1739,0.6115
44.7000,0.2145,0.1739,0.6117
44.7100,0.2144,0.1738,0.6118
44.7200,0.2143,0.1737,0.6120
44.7300,0.2142,0.1736,0.6122
44.7400,0.2141,0.1735,0.6124
44.7500,0.2140,0.1735,0.6125
44.7600,0.2139,0.1734,0.6127
44.7700,0.2138,0.1733,0.6129
44.7800,0.2137,0.1732,0.6130
44.7900,0.2136,0.1731,0.6132
44.8000,0.2135,0.1731,0.6134
44.8100,0.2135,0.1730,0.6136
44.8200,0.2134,0.1729,0.6137
44.8300,0.2133,0.1728,0.6139
44.8400,0.2132,0.1727,0.6141
44.8500,0.2131,0.1727,0.6143
44.8600,0.2130,0.1726,0.6144
44.8700,0.2129,0.1725,0.6146
44.8800,0.2128,0.1724,0.6148
44.8900,0.2127,0.1723,0.6149
44.9000,0.2126,0.1723,0.6151
44.9100,0.2125,0.1722,0.6153
44.9200,0.2124,0.1721,0.6155
44.9300,0.2124,0.1720,0.6156
44.9400,0.2123,0.1719,0.6158
44.9500,0.2122,0.1718,0.6160
44.9600,0.2121,0.1718,0.6161
44.9700,0.2120,0.1717,0.6163
44.9800,0.2119,0.1716,0.6165
44.9900,0.2118,0.1715,0.6167
45.0000,0.2117,0.1714,0.6168
45.0100,0.2116,0.1714,0.6170
45.0200,0.2115,0.1713,0.6172
45.0300,0.2114,0.1712,0.6174
45.0400,0.2114,0.1711,0.6175
45.0500,0.2113,0.1710,0.6177
45.0600,0.2112,0.1710,0.6179
45.0700,0.2111,0.1709,0.6180
45.0800,0.2110,0.1708,0.6182
45.0900,0.2109,0.1707,0.6184
45.1000,0.2108,0.1706,0.6185
45.1100,0.2107,0.1706,0.6187
45.1200,0.2106,0.1705,0.6189
45.1300,0.2105,0.1704,0.6191
45.1400,0.2105,0.1703,0.6192
45.1500,0.2104,0.1702,0.6194
45.1600,0.2103,0.1702,0.6196
45.1700,0.2102,0.1701,0.6197
45.1800,0.2101,0.1700,0.6199
45.1900,0.2100,0.1699,0.6201
45.2000,0.2099,0.1698,0.6202
45.2100,0.2098,0.1698,0.6204
45.2200,0.2097,0.1697,0.6206
45.2300,0.2097,0.1696,0.6208
45.2400,0.2096,0.1695,0.6209
45.2500,0.2095,0.1694,0.6211
45.2600,0.2094,0.1693,0.6213
45.2700,0.2093,0.1693,0.6214
45.2800,0.2092,0.1692,0.6216
45.2900,0.2091,0.1691,0.6218
45.3000,0.2090,0.1690,0.6219
45.3100,0.2089,0.1689,0.6221
45.3200,0.2089,0.1689,0.6223
45.3300,0.2088,0.1688,0.6225
45.3400,0.2087,0.1687,0.6226
45.3500,0.2086,0.1686,0.6228
45.3600,0.2085,0.1685,0.6230
45.3700,0.2084,0.1685,0.6231
45.3800,0.2083,0.1684,0.6233
45.3900,0.2082,0.1683,0.6235
45.4000,0.2082,0.1682,0.6236
45.4100,0.2081,0.1681,0.6238
45.4200,0.2080,0.1681,0.6240
45.4300,0.2079,0.1680,0.6241
45.4400,0.2078,0.1679,0.6243
45.4500,0.2077,0.1678,0.6245
45.4600,0.2076,0.1677,0.6246
45.4700,0.2075,0.1677,0.6248
45.4800,0.2075,0.1676,0.6250
45.4900,0.2074,0.1675,0.6251
45.5000,0.2073,0.1674,0.6253
45.5100,0.2072,0.1673,0.6255
45.5200,0.2071,0.1673,0.6256
45.5300,0.2070,0.1672,0.6258
45.5400,0.2069,0.1671,0.6260
45.5500,0.2068,0.1670,0.6261
45.5600,0.2068,0.1669,0.6263
45.5700,0.2067,0.1668,0.6265
45.5800,0.2066,0.1668,0.6266
45.5900,0.2065,0.1667,0.6268
45.6000,0.2064,0.1666,0.6270
45.6100,0.2063,0.1665,0.6271
45.6200,0.2062,0.1664,0.6273
45.6300,0.2062,0.1664,0.6275
45.6400,0.2061,0.1663,0.6276
45.6500,0.2060,0.1662,0.6278
45.6600,0.2059,0.1661,0.6280
45.6700,0.2058,0.1660,0.6281
45.6800,0.2057,0.1660,0.6283
45.6900,0.2056,0.1659,0.6285
45.7000,0.2056,0.1658,0.6286
45.7100,0.2055,0.1657,0.6288
45.7200,0.2054,0.1656,0.6290
45.7300,0.2053,0.1656,0.6291
45.7400,0.2052,0.1655,0.6293
45.7500,0.2051,0.1654,0.6295
45.7600,0.2050,0.1653,0.6296
45.7700,0.2050,0.1652,0.6298
45.7800,0.2049,0.1652,0.6300
45.7900,0.2048,0.1651,0.6301
45.8000,0.2047,0.1650,0.6303
45.8100,0.2046,0.1649,0.6305
45.8200,0.2045,0.1648,0.6306
45.8300,0.2045,0.1648,0.6308
45.8400,0.2044,0.1647,0.6310
45.8500,0.2043,0.1646,0.6311
45.8600,0.2042,0.1645,0.6313
45.8700,0.2041,0.1644,0.6315
45.8800,0.2040,0.1643,0.6316
45.8900,0.2040,0.1643,0.6318
45.9000,0.2039,0.1642,0.6319
45.9100,0.2038,0.1641,0.6321
45.9200,0.2037,0.1640,0.6323
45.9300,0.2036,0.1639,0.6324
45.9400,0.2035,0.1639,0.6326
45.9500,0.2035,0.1638,0.6328
45.9600,0.2034,0.1637,0.6329
45.9700,0.2033,0.1636,0.6331
45.9800,0.2032,0.1635,0.6333
45.9900,0.2031,0.1635,0.6334
46.0000,0.2030,0.1634,0.6336
46.0100,0.2030,0.1633,0.6337
46.0200,0.2029,0.1632,0.6339
46.0300,0.2028,0.1631,0.6341
46.0400,0.2027,0.1631,0.6342
46.0500,0.2026,0.1630,0.6344
46.0600,0.2025,0.1629,0.6346
46.0700,0.2025,0.1628,0.6347
46.0800,0.2024,0.1627,0.6349
46.0900,0.2023,0.1627,0.6350
46.1000,0.2022,0.1626,0.6352
46.1100,0.2021,0.1625,0.6354
46.1200,0.2020,0.1624,0.6355
46.1300,0.2020,0.1623,0.6357
46.1400,0.2019,0.1623,0.6359
46.1500,0.2018,0.1622,0.6360
46.1600,0.2017,0.1621,0.6362
46.1700,0.2016,0.1620,0.6363
46.1800,0.2016,0.1619,0.6365
46.1900,0.2015,0.1619,0.6367
46.2000,0.2014,0.1618,0.6368
46.2100,0.2013,0.1617,0.6370
46.2200,0.2012,0.1616,0.6372
46.2300,0.2011,0.1615,0.6373
46.2400,0.2011,0.1615,0.6375
46.2500,0.2010,0.1614,0.6376
46.2600,0.2009,0.1613,0.6378
46.2700,0.2008,0.1612,0.6380
46.2800,0.2007,0.1611,0.6381
46.2900,0.2007,0.1611,0.6383
46.3000,0.2006,0.1610,0.6384
46.3100,0.2005,0.1609,0.6386
46.3200,0.2004,0.1608,0.6388
46.3300,0.2003,0.1607,0.6389
46.3400,0.2003,0.1607,0.6391
46.3500,0.2002,0.1606,0.6393
46.3600,0.2001,0.1605,0.6394
46.3700,0.2000,0.1604,0.6396
46.3800,0.1999,0.1603,0.6397
46.3900,0.1999,0.1603,0.6399
46.4000,0.1998,0.1602,0.6401
46.4100,0.1997,0.1601,0.6402
46.4200,0.1996,0.1600,0.6404
46.4300,0.1995,0.1599,0.6405
46.4400,0.1995,0.1598,0.6407
46.4500,0.1994,0.1598,0.6409
46.4600,0.1993,0.1597,0.6410
46.4700,0.1992,0.1596,0.6412
46.4800,0.1991,0.1595,0.6413
46.4900,0.1991,0.1594,0.6415
46.5000,0.1990,0.1594,0.6417
46.5100,0.1989,0.1593,0.6418
46.5200,0.1988,0.1592,0.6420
46.5300,0.1987,0.1591,0.6421
46.5400,0.1987,0.1590,0.6423
46.5500,0.1986,0.1590,0.6424
46.5600,0.1985,0.1589,0.6426
46.5700,0.1984,0.1588,0.6428
46.5800,0.1983,0.1587,0.6429
46.5900,0.1983,0.1586,0.6431
46.6000,0.1982,0.1586,0.6432
46.6100,0.1981,0.1585,0.6434
46.6200,0.1980,0.1584,0.6436
46.6300,0.1980,0.1583,0.6437
46.6400,0.1979,0.1582,0.6439
46.6500,0.1978,0.1582,0.6440
46.6600,0.1977,0.1581,0.6442
46.6700,0.1976,0.1580,0.6444
46.6800,0.1976,0.1579,0.6445
46.6900,0.1975,0.1578,0.6447
46.7000,0.1974,0.1578,0.6448
46.7100,0.1973,0.1577,0.6450
46.7200,0.1973,0.1576,0.6451
46.7300,0.1972,0.1575,0.6453
46.7400,0.1971,0.1574,0.6455
46.7500,0.1970,0.1574,0.6456
46.7600,0.1969,0.1573,0.6458
46.7700,0.1969,0.1572,0.6459
46.7800,0.1968,0.1571,0.6461
46.7900,0.1967,0.1570,0.6462
46.8000,0.1966,0.1570,0.6464
46.8100,0.1966,0.1569,0.6466
46.8200,0.1965,0.1568,0.6467
46.8300,0.1964,0.1567,0.6469
46.8400,0.1963,0.1567,0.6470
46.8500,0.1962,0.1566,0.6472
46.8600,0.1962,0.1565,0.6473
46.8700,0.1961,0.1564,0.6475
46.8800,0.1960,0.1563,0.6477
46.8900,0.1959,0.1563,0.6478
46.9000,0.1959,0.1562,0.6480
46.9100,0.1958,0.1561,0.6481
46.9200,0.1957,0.1560,0.6483
46.9300,0.1956,0.1559,0.6484
46.9400,0.1956,0.1559,0.6486
46.9500,0.1955,0.1558,0.6487
46.9600,0.1954,0.1557,0.6489
46.9700,0.1953,0.1556,0.6491
46.9800,0.1953,0.1555,0.6492
46.9900,0.1952,0.1555,0.6494
47.0000,0.1951,0.1554,0.6495
47.0100,0.1950,0.1553,0.6497
47.0200,0.1950,0.1552,0.6498
47.0300,0.1949,0.1551,0.6500
47.0400,0.1948,0.1551,0.6501
47.0500,0.1947,0.1550,0.6503
47.0600,0.1946,0.1549,0.6505
47.0700,0.1946,0.1548,0.6506
47.0800,0.1945,0.1547,0.6508
